Querier,Cache log,Generation Time,Execution Time
Querier,Cache log,Generation Time,Execution Time
Querier,Cache log,Generation Time,Execution Time
29987,miss,510.232578,35.24827
28278,miss,93.320494,19.238603
34647,miss,101.345724,42.37683
29864,miss,110.86832,51.336087
16749,miss,77.802303,42.95159
8830,miss,106.103503,16.192741
28513,miss,104.631857,26.061706
8010,miss,83.527906,12.830433
32818,miss,96.95596,27.840391
17798,miss,98.200488,46.156711
20718,miss,124.943427,12.749373
29260,miss,94.778854,28.169603
17956,miss,94.803144,19.663785
20718,soft-hit,92.517673,14.155115
36254,miss,93.751167,11.709896
29596,miss,96.798885,61.875121
26710,miss,93.140056,17.404953
1766,miss,103.29363,24.983892
10283,miss,92.738856,80.211742
11835,miss,93.18554,13.48599
33850,miss,105.857751,535.064025
14601,miss,91.830721,14.656001
23952,miss,92.818714,30.488318
5131,miss,94.834562,18.881031
16776,miss,91.899709,18.409433
8881,miss,92.761855,16.663427
5394,miss,93.609342,13.072729
3822,miss,94.036504,17.50463
32774,miss,98.041543,44.415434
19345,miss,97.263864,18.500513
7016,miss,94.707003,31.080145
24514,miss,100.207247,15.04737
1455,miss,105.446337,17.529309
28878,miss,88.811017,15.490149
23907,miss,94.135708,28.680174
7069,miss,122.627407,47.170753
1040,miss,95.237949,18.303039
34342,miss,90.431696,15.057829
14813,miss,102.71018,10.488896
31102,miss,91.157709,19.945223
6533,miss,89.697803,18.583335
8389,miss,90.611298,21.516836
27046,miss,88.674238,14.816237
13409,miss,89.063362,13.937282
17196,miss,90.247321,14.006486
5352,miss,90.048788,14.154308
11383,miss,102.292132,16.398919
29864,soft-hit,99.140503,48.541445
31408,miss,118.64997,46.2613
13572,miss,91.351455,34.405407
6367,miss,119.769615,18.985729
25357,miss,96.616427,16.535375
35836,miss,92.796757,54.356953
5124,miss,90.886331,14.728845
32779,miss,90.95563,61.29889
32818,soft-hit,89.725371,30.99992
14629,miss,91.0678,14.564304
364,miss,93.451756,16.622531
36373,miss,95.227259,13.771698
19991,miss,101.548885,16.398206
9726,miss,105.305221,312.546902
16920,miss,97.063048,26.973856
13708,miss,93.807422,163.054604
23907,soft-hit,93.426788,29.905758
7366,miss,87.93933,13.499989
20532,miss,92.832472,19.051563
26265,miss,99.87628,26.965477
10054,miss,126.282062,191.15894
11629,miss,99.989477,19.741558
4465,miss,94.738153,20.903526
16071,miss,97.133614,77.863235
12499,miss,91.349911,36.42688
7016,soft-hit,92.254179,29.365701
8620,miss,109.893382,15.848388
2124,miss,121.938319,19.26135
24802,miss,92.327695,15.159849
14246,miss,91.902876,14.567673
20532,soft-hit,90.476182,20.604871
428,miss,93.898287,18.646043
23969,miss,96.180628,207.623336
30414,miss,92.936855,154.488519
18530,miss,94.739568,31.893877
26994,miss,123.214979,20.639459
29699,miss,94.669325,22.339553
34647,soft-hit,93.673452,44.114255
14515,miss,90.814263,15.501786
9939,miss,100.613641,38.214591
14515,soft-hit,91.854656,14.471249
33971,miss,98.047582,30.437068
1160,miss,92.158966,14.26063
22549,miss,119.243008,17.730555
14930,miss,92.800255,15.215556
32774,soft-hit,107.105975,47.747743
19782,miss,93.670723,35.741566
1455,soft-hit,120.521127,18.159832
22735,miss,109.204752,22.88523
3100,miss,95.873374,15.613169
25113,miss,114.815157,27.106067
29540,miss,93.463441,181.451359
14930,soft-hit,95.81873,14.976459
6533,soft-hit,117.888704,22.68515
9726,hit,0,316.770261
12813,miss,109.437066,52.184993
32774,hit,0,49.47903
32083,miss,110.511067,18.27209
6415,miss,104.973665,15.253216
11043,miss,96.117496,23.361492
13409,soft-hit,103.472092,15.005985
1351,miss,111.558154,28.855437
17467,miss,95.778808,20.000222
16920,soft-hit,102.426092,27.377466
1085,miss,120.168426,17.71631
32913,miss,94.995357,13.69477
15230,miss,88.464721,16.291235
12387,miss,109.184394,21.809023
6824,miss,105.923384,42.694602
28278,soft-hit,121.07903,79.590786
32818,soft-hit,108.011453,30.09513
6096,miss,117.178135,16.688432
6556,miss,117.276785,17.58532
11629,hit,0,17.737718
27323,miss,104.926056,16.706556
11858,miss,95.133549,37.257216
14068,miss,103.009438,17.015897
3756,miss,99.137031,31.735203
31418,miss,116.076516,38.378285
7432,miss,114.95349,17.237865
5997,miss,120.06267,23.06269
10054,soft-hit,150.262334,221.415304
29826,miss,150.133753,30.056637
35689,miss,115.179673,17.354222
6533,hit,0,22.635114
23371,miss,110.599032,35.438221
2108,miss,96.621978,33.747702
29372,miss,101.29151,22.50864
19392,miss,95.151445,29.992717
29864,soft-hit,120.221256,49.196331
1040,soft-hit,114.399111,22.807795
30720,miss,94.944809,21.338357
26371,miss,92.491328,16.149807
32779,soft-hit,94.242431,55.816473
14811,miss,115.293317,78.753723
30350,miss,117.545056,14.741363
19392,soft-hit,94.800906,12.206683
7310,miss,87.601281,14.870976
35397,miss,104.706972,26.478833
22764,miss,106.576913,78.628483
30117,miss,107.994318,15.966068
14451,miss,126.266678,52.963624
20006,miss,123.686023,16.952227
27046,soft-hit,93.766602,13.87751
1545,miss,93.143595,40.464356
6367,soft-hit,152.786268,20.32706
2102,miss,92.950866,70.51242
34161,miss,94.43922,13.56184
30088,miss,95.779076,16.584196
29514,miss,106.165837,11.102509
10285,miss,102.05218,17.30585
20011,miss,97.178311,28.869625
11043,soft-hit,96.262946,18.78173
1267,miss,109.817464,20.516783
23371,soft-hit,112.980928,34.143286
22549,soft-hit,129.602033,11.00825
17463,miss,123.886686,16.134664
29699,soft-hit,99.937206,19.400358
3100,soft-hit,94.999474,8.696951
16701,miss,95.824232,14.527006
453,miss,152.903177,33.278797
19991,soft-hit,112.22974,13.44851
32774,hit,0,43.548891
6650,miss,110.37922,15.771739
