Querier,Cache log,Generation Time,Execution Time
Querier,Cache log,Generation Time,Execution Time
Querier,Cache log,Generation Time,Execution Time
2045,miss,500.206921,26.941327
32888,miss,132.811286,35.443914
5124,miss,136.110566,24.62175
31943,miss,115.601277,25.936741
11595,miss,103.900919,33.983631
7069,miss,104.877706,24.217394
27830,miss,106.396679,28.350081
16491,miss,105.32443,21.187554
5674,miss,99.526325,40.17003
32779,miss,96.53637,17.823732
12148,miss,98.141118,16.109647
29360,miss,95.485801,16.588209
32603,miss,127.049616,25.192106
11660,miss,142.268094,26.49269
9178,miss,95.02305,15.294803
25113,miss,101.470694,17.335251
13959,miss,93.758504,20.771926
13353,miss,93.556086,129.2348
19924,miss,99.150867,53.59352
15088,miss,94.697518,13.143153
23907,miss,96.429795,17.637908
35546,miss,97.460182,29.890126
34679,miss,102.111511,23.130567
4141,miss,171.022101,326.797768
27309,miss,100.199464,36.457888
18575,miss,99.521595,15.04627
28114,miss,99.424828,56.713586
8620,miss,98.069453,18.415646
25811,miss,97.130004,50.362055
33728,miss,99.835177,20.561739
11282,miss,99.316366,17.17987
7802,miss,100.235686,18.011783
15574,miss,96.44199,24.987133
17621,miss,102.898249,23.703847
35796,miss,98.134008,15.168171
36373,miss,99.81063,128.275908
14068,miss,101.939463,31.836317
4178,miss,157.447515,721.29566
12873,miss,99.028957,15.493196
12387,miss,104.038536,17.508766
2427,miss,167.681816,744.672009
5566,miss,155.667131,993.216231
1455,miss,162.945193,377.092779
33733,miss,99.320627,24.963718
16607,miss,119.91783,20.411729
34342,miss,96.053575,71.276494
18530,miss,98.052057,27.383758
6824,miss,163.772594,595.903549
10479,miss,101.652665,19.727515
5131,miss,163.30218,867.029789
15011,miss,97.678751,13.586525
11858,miss,99.340112,49.248527
7069,soft-hit,169.726478,47.301037
33850,miss,91.713091,47.582456
6029,miss,162.213637,525.355614
11858,soft-hit,104.929282,52.709459
1267,miss,167.076458,27.131581
1766,miss,162.74266,80.817679
13572,miss,100.636489,47.337129
29514,miss,107.082811,35.186798
16692,miss,106.459095,15.741046
11315,miss,166.664566,801.994201
29360,soft-hit,100.474867,16.608833
23203,miss,99.526552,13.507602
31342,miss,101.364503,13.022911
35244,miss,103.44769,14.753011
22305,miss,106.750458,20.158218
3680,miss,172.996717,34.154269
25811,soft-hit,104.900836,52.925659
9163,miss,174.704556,350.172702
14930,miss,104.99681,17.075293
21672,miss,102.902435,15.160211
17778,miss,112.696149,20.991888
24802,miss,106.37211,54.959606
28878,miss,109.394735,15.440979
3822,miss,177.144846,975.785693
9375,miss,178.301717,65.15427600000001
30350,miss,108.980169,981.657209
1912,miss,177.433402,613.618103
13708,miss,177.058679,335.53361
17290,miss,126.395851,15.195947
36241,miss,111.219307,17.186773
27046,miss,110.835195,16.536701
32774,miss,113.474137,14.291731
2857,miss,183.740052,606.286492
26697,miss,110.769804,15.409881
14629,miss,188.914051,427.127306
20532,miss,118.765296,15.961736
33850,soft-hit,126.302528,47.82533
23791,miss,147.874495,14.748638
3476,miss,186.627492,139.75005299999998
16491,soft-hit,176.379009,620.36227
17225,miss,110.448467,20.227296
23791,soft-hit,108.001334,15.190691
453,miss,184.485429,381.507527
14813,miss,198.541507,435.21135
29072,miss,109.348032,60.319891
16071,miss,183.260877,745.484122
19684,miss,109.18334,14.761731
8881,miss,179.672383,568.205557
9746,miss,185.119463,735.508507
15230,miss,182.36421,443.84302
3980,miss,177.573353,640.200169
26697,soft-hit,112.469957,12.407837
Querier,Cache log,Generation Time,Execution Time
Querier,Cache log,Generation Time,Execution Time
Querier,Cache log,Generation Time,Execution Time
15088,miss,497.563169,27.167255
36401,miss,131.458976,28.870528
34161,miss,120.825437,17.382111
7598,miss,122.760015,20.428096
31943,miss,106.262529,188.334474
6367,miss,104.728998,33.75281
32818,miss,103.932927,19.377997
16749,miss,104.350191,37.131439
34161,soft-hit,101.691866,15.852905
34912,miss,101.173419,23.55776
16948,miss,107.693491,33.770937
34618,miss,121.692959,25.875108
24388,miss,81.835974,167.641331
17290,miss,97.191433,16.483075
20845,miss,102.892906,13.093158
22335,miss,111.219942,12.353714
26710,miss,122.022664,16.363004
35546,miss,98.244239,22.771835
30077,miss,101.989437,30.736152
13073,miss,96.456739,12.163484
2124,miss,95.963865,17.027196
31863,miss,94.189479,20.058889
6367,soft-hit,117.722205,35.712807
13138,miss,132.447737,22.509307
13824,miss,95.055643,16.936769
15814,miss,96.003885,15.068596
1160,miss,111.998936,16.2032
8010,miss,97.375869,33.163993
19101,miss,97.804559,20.904192
34912,soft-hit,99.119705,24.587076
9476,miss,103.241087,90.710691
1766,miss,116.337855,18.560797
29156,miss,131.255562,32.330802
12873,miss,122.973261,41.276604
29372,miss,104.08766,18.154089
34618,soft-hit,113.679715,27.240959
7016,miss,97.758975,18.858149
11858,miss,95.88392,33.676576
29156,hit,0,29.681326
34039,miss,130.616416,26.498565
15088,miss,109.945723,13.705673
12108,miss,97.182449,20.631729
18575,miss,98.258051,14.666799
8010,soft-hit,115.665279,32.260872
17778,miss,125.991691,18.650686
32913,miss,98.11856,14.366796
8881,miss,103.891359,16.246324
2857,miss,98.724448,15.828902
15574,miss,145.243106,16.103534
1995,miss,126.171855,34.485181
17196,miss,127.526829,23.263619
13661,miss,99.006728,13.663702
9746,miss,143.265928,26.472307
35689,miss,125.224382,18.227178
31102,miss,116.157115,18.686616
9726,miss,123.84128,26.044741
18648,miss,124.211851,24.243664
18852,miss,99.279794,18.623755
21672,miss,158.519154,32.126908
36371,miss,110.273274,19.180206
24388,hit,0,163.482298
6415,miss,109.483803,20.659964
2427,miss,118.936455,17.914257
20718,miss,110.087398,18.958562
2108,miss,108.350482,18.743344
