Querier,Cache log,Generation Time,Execution Time
Querier,Cache log,Generation Time,Execution Time
Querier,Cache log,Generation Time,Execution Time
17956,miss,500.333119,35.180228
34058,miss,104.146586,21.857711
23416,miss,91.779782,15.504275
20532,miss,90.504154,19.724552
14930,miss,102.105125,28.47489
18784,miss,98.301082,12.45253
12487,miss,106.508493,51.258486
1766,miss,97.23146,25.174197
29072,miss,99.711818,14.2245
31303,miss,97.984275,49.844494
18654,miss,102.651934,51.756546
17621,miss,99.588409,23.047988
24200,miss,93.325779,19.100724
9823,miss,96.720652,62.746817
31408,miss,103.288273,34.249945
30736,miss,100.647822,17.095809
29156,miss,92.472067,15.539343
28247,miss,93.397607,14.556769
5692,miss,93.642845,29.384884
11221,miss,90.56118,9.961127
1085,miss,98.791042,16.597051
4095,miss,90.937791,26.077364
16622,miss,120.919148,53.93732
12387,miss,91.866969,11.236595
10479,miss,91.280389,18.220664
31342,miss,92.658638,19.792259
24388,miss,94.746478,10.347562
26366,miss,91.852516,27.205612
31418,miss,90.53835,16.265912
13708,miss,101.760768,17.906092
23791,miss,91.771636,19.263054
26475,miss,104.71656,10.330169
28513,miss,118.712432,21.426993
34058,soft-hit,101.809607,11.029735
364,miss,133.858687,28.359748
20845,miss,112.192368,50.270416
34397,miss,94.593177,22.139158
28836,miss,90.217284,19.340205
15354,miss,108.725952,10.812878
22979,miss,114.849812,20.35842
11221,soft-hit,112.83201,38.65712
1766,soft-hit,95.830631,12.186517
8620,miss,136.409327,23.339677
17778,miss,112.849789,25.96822
1267,miss,99.681689,62.176178
5566,miss,101.279583,46.274188
29987,miss,92.34074,32.129881
23416,soft-hit,98.026872,14.659033
4095,soft-hit,110.424158,28.827855
11282,miss,101.579394,22.721776
4494,miss,102.166331,22.191048
11135,miss,100.467557,33.91491
31863,miss,94.103393,33.429318
6096,miss,146.620986,15.498965
35397,miss,97.443218,16.784539
16377,miss,96.577391,31.375854
30311,miss,96.786651,17.015449
27259,miss,115.278299,45.267683
20667,miss,100.694773,56.875295
31418,soft-hit,116.023628,14.319432
2045,miss,110.117008,21.370934
29372,miss,107.81525,61.728963
28335,miss,96.937409,98.973907
3100,miss,95.4438,20.771336
28878,miss,113.522937,18.027819
19368,miss,94.255544,17.456486
26484,miss,105.882987,317.99224
30134,miss,96.040532,13.446925
20239,miss,127.104685,20.096268
1704,miss,127.791878,21.890497
19991,miss,119.6057,18.876819
16749,miss,110.301119,30.008554
17225,miss,165.643583,16.823344
1160,miss,106.089296,26.81437
16143,miss,114.829596,18.812852
35470,miss,98.267207,20.263486
32634,miss,115.859847,21.734599
34058,soft-hit,119.71389,18.931123
35302,miss,102.473066,15.307167
14246,miss,109.048831,17.671416
28513,soft-hit,134.541511,22.377129
5704,miss,119.071672,22.65739
12387,soft-hit,101.571058,27.59492
26171,miss,133.577511,18.580201
13138,miss,151.422337,30.561831
17463,miss,109.251082,19.471729
5706,miss,119.213827,26.220014
17290,miss,101.876503,28.105364
10455,miss,106.469961,20.654639
36254,miss,127.271193,62.401397
29668,miss,102.248553,29.83152
Querier,Cache log,Generation Time,Execution Time
Querier,Cache log,Generation Time,Execution Time
Querier,Cache log,Generation Time,Execution Time
25956,miss,560.604585,32.450548
11221,miss,129.98731,42.863876
35470,miss,118.210899,19.449487
6516,miss,112.434408,17.464956
12054,miss,109.363201,53.075057
31086,miss,97.520976,22.672958
13138,miss,101.328829,15.604653
3328,miss,100.353065,27.413783
9375,miss,95.124794,16.222624
10479,miss,98.57626,28.258427
34679,miss,92.455964,13.784419
6556,miss,95.884878,23.177119
9375,soft-hit,94.485171,16.960711
13073,miss,95.208313,18.378993
35689,miss,105.70773,12.962314
24125,miss,100.284088,37.149007
11135,miss,92.641282,19.596089
18131,miss,93.419647,22.724926
4178,miss,107.313631,14.036499
15011,miss,90.610829,31.251658
34161,miss,92.533768,17.773104
22549,miss,91.534494,14.895945
17463,miss,91.818653,40.460687
177,miss,92.007801,27.621752
13708,miss,89.011808,23.702347
24514,miss,91.538596,27.534484
27046,miss,109.852394,13.957198
23400,miss,93.697794,51.116538
10054,miss,100.170216,19.275177
32910,miss,75.397175,16.102757
34772,miss,89.554507,17.959274
1040,miss,81.021015,10.024776
32774,miss,83.836788,19.187663
8197,miss,90.936126,21.048027
9726,miss,92.341055,18.415886
22764,miss,92.223659,17.680073
18654,miss,89.196007,15.325764
5379,miss,92.434539,54.141135
5379,soft-hit,81.195383,9.217218
28278,miss,91.146351,64.461838
5618,miss,112.638492,24.65185
23978,miss,88.731911,31.384826
19991,miss,89.009348,19.834743
17463,soft-hit,91.779652,38.861243
7310,miss,87.580564,15.41456
33011,miss,89.665747,12.426486
29156,miss,71.079944,23.28617
9522,miss,73.808257,16.619745
9163,miss,102.819071,31.272535
17621,miss,91.948927,13.970283
22735,miss,93.663262,22.268288
16071,miss,92.115636,17.642328
16142,miss,89.389549,22.60708
11835,miss,92.365477,15.407726
14601,miss,92.19446,20.030055
3100,miss,90.513716,199.356386
17467,miss,88.734343,36.153589
16142,soft-hit,95.864827,12.294485
14068,miss,85.290502,17.21538
22235,miss,88.280336,53.917374
28114,miss,87.07768,167.304248
1081,miss,89.417269,27.211058
30743,miss,90.641316,35.237854
29072,miss,91.705507,20.935541
11315,miss,91.799391,73.361736
22235,soft-hit,87.654512,52.203643
35470,soft-hit,89.995612,15.519799
12141,miss,93.016878,26.799741
11221,soft-hit,93.206633,34.868466
2561,miss,139.262136,55.77444
13409,miss,89.074848,49.264563
16071,soft-hit,85.508503,15.381762
11858,miss,96.39643,23.040312
17956,miss,87.618312,18.258891
11315,soft-hit,91.133897,68.775817
16142,soft-hit,84.157719,21.746144
27323,miss,90.891962,16.535773
