Querier,Cache log,Generation Time,Mergeability Time,Execution Time
26484,miss,10.648453,0,6.187262
35244,updation,0.594802,0.010461,3.421385
1766,miss,11.208307,0,73.781538
12141,miss,11.271649,0,11.081528
3980,miss,9.191255,0,37.85315
15011,hit,0,0,4.862977
16749,miss,9.406551,0,4.97745
14811,miss,11.033528,0,5.346317
26710,updation,1.139587,0.02874,4.746712
11374,updation,1.638049,0.012287,9.772975
15354,miss,11.487532,0,11.338728
11135,miss,9.921326,0,3.63279
34647,miss,10.029406,0,7.041011
4141,miss,9.79866,0,8.25249
36254,miss,12.914767,0,9.389362
30696,updation,1.610991,0.039924,3.10887
11629,updation,1.125476,0.126742,12.400023
28020,miss,8.64534,0,3.964135
16607,updation,2.035166,0.009363,6.54587
15574,miss,10.477743,0,3.329716
12054,updation,0.562301,0.005429,12.951108
34912,miss,9.23554,0,2.43031
22335,hit,0,0,2.555182
25223,updation,5.05556,0.014113,6.136029
27830,updation,2.167844,0.006208,8.180194
32818,miss,9.615797,0,3.905305
11315,updation,1.975064,0.005482,3.833637
299,miss,9.545257,0,2.966195
2857,miss,10.679177,0,3.182925
8197,hit,0,0,6.911775
7069,updation,5.260707,0.008528,42.65555
23540,miss,9.878125,0,12.648897
24514,miss,9.907422,0,2.482556
16749,hit,0,0,3.421993
9939,miss,13.450765,0,4.371025
29540,miss,11.449057,0,7.54945
29596,updation,0.591819,0.007226,3.550961
34280,updation,5.639053,0.009628,4.873114
16662,miss,11.591273,0,6.714363
7310,miss,10.154282,0,4.006439
16692,miss,13.112449,0,76.563472
3680,miss,13.644812,0,39.774186
16505,miss,10.209879,0,3.800927
15088,miss,12.675373,0,6.062031
28153,updation,3.802452,0.023678,63.785682
31303,miss,11.309679,0,4.378562
16622,miss,13.820761,0,12.02445
11835,hit,0,0,5.889338
23978,miss,11.376313,0,4.661302
10054,updation,3.34427,0.02256,4.39645
18784,updation,1.047294,0.007745,9.268307
11650,miss,12.662471,0,3.056417
28513,miss,11.166128,0,2.515474
5394,updation,0.589332,0.004802,11.139789
17064,hit,0,0,2.611156
12775,miss,16.051761,0,17.966873
34647,hit,0,0,5.92515
13824,miss,12.826578,0,21.939347
6626,miss,12.267947,0,8.098268
16377,miss,11.968877,0,3.133318
31408,regenerate,11.282181,0.00456,4.115748
21345,updation,1.066419,0.00558,3.520467
17467,miss,14.064589,0,9.855586
1081,miss,13.07966,0,16.470795
13512,updation,1.968333,0.010932,19.489598
20995,updation,1.489637,0.00553,14.259702
3100,miss,12.131198,0,2.996832
20239,updation,2.92542,0.008183,12.321564
7208,hit,0,0,6.866292
18654,hit,0,0,3.246714
25956,updation,1.08356,0.005758,5.236827
15011,updation,2.445777,0.013531,4.157825
28393,miss,15.66473,0,16.492663
8389,updation,1.915705,0.009491,19.014764
5997,updation,5.069076,0.017616,8.171327
1081,hit,0,0,18.064085
30350,updation,1.923672,0.005312,3.194782
34161,updation,0.917398,0.006334,4.092687
5394,updation,1.142706,0.006238,3.423671
36371,miss,14.610942,0,8.39937
11660,updation,1.084665,0.00613,5.037735
20011,miss,13.090246,0,4.788821
26484,regenerate,14.045074,0.001301,4.401858
26697,updation,3.280213,0.007432,4.314127
9178,miss,11.984918,0,3.018618
26697,regenerate,15.182929,0.019934,13.832939
7366,miss,13.423132,0,7.114518
34397,hit,0,0,5.36934
20006,updation,1.13082,0.0046,3.781753
11315,updation,2.393864,0.01073,53.79296
3328,updation,0.589431,0.008787,3.823771
13819,miss,11.740662,0,23.930457
1160,miss,17.180904,0,13.488471
26096,miss,11.938228,0,4.071711
19101,miss,15.656977,0,34.959469
32069,miss,20.520069,0,20.982907
26265,miss,18.649129,0,7.331216
27830,updation,2.843411,0.017432,5.40871
16491,miss,25.974182,0,69.337359
15814,miss,12.135651,0,7.37111
6626,hit,0,0,3.096391
13944,miss,17.707232,0,22.707862
28278,miss,15.511797,0,148.231643
34647,hit,0,0,4.042648
364,miss,14.736105,0,12.936336
10287,miss,16.409528,0,4.622243
18784,regenerate,14.833848,0.006476,12.718241
11858,miss,12.280856,0,3.057999
30311,updation,3.163884,0.007996,4.200004
10479,miss,17.146116,0,3.060817
12108,miss,14.463526,0,26.867942
26718,miss,14.321585,0,7.607314
17956,updation,3.286105,0.008939,140.415862
496,miss,18.524301,0,12.960039
14068,miss,17.566722,0,7.002904
17798,miss,13.645924,0,2.504412
22019,miss,16.629497,0,4.45875
12387,miss,17.232816,0,68.907641
1912,updation,1.93192,0.006981,41.501584
36371,updation,0.578382,0.006609,6.294185
16749,updation,1.516225,0.005713,7.062966
16920,miss,16.978574,0,27.712587
10490,updation,2.44434,0.007459,116.246801
16142,miss,15.485517,0,24.859277
35796,updation,1.042331,0.00751,3.506029
29699,miss,14.384925,0,4.040682
15538,miss,18.086382,0,5.973654
2045,miss,18.01886,0,7.99658
26555,updation,2.437308,0.009297,5.33233
15088,updation,1.531126,0.00804,3.872704
30311,regenerate,17.089551,0.015005,3.28956
20239,regenerate,17.02936,0.021156,33.341227
5566,miss,17.736558,0,8.832197
31303,updation,1.485156,0.008163,23.5996
12775,hit,0,0,10.503425
31943,miss,14.355632,0,3.596768
9375,miss,15.9622,0,3.425118
11835,updation,1.041618,0.005437,8.238352
17956,regenerate,29.936862,0.017655,91.889148
5654,updation,3.290925,0.018939,14.818867
28153,updation,6.008485,0.03894,11.080587
30350,updation,2.404071,0.010525,9.933835
19684,miss,14.486777,0,3.498027
2045,hit,0,0,9.143632
1912,updation,2.669926,0.017064,36.660283
6626,updation,1.518446,0.009212,11.053672
21345,regenerate,14.953907,0.006197,3.673806
29826,miss,23.699475,0,16.488642
30736,miss,19.06529,0,68.988999
26096,updation,1.478366,0.004584,4.951055
2857,updation,0.5852,0.00461,6.673364
19991,miss,16.782494,0,3.112875
4465,updation,3.730171,0.016159,5.869952
35836,updation,11.951813,0.021584,43.140199
14515,miss,17.299312,0,8.756565
29826,hit,0,0,5.923693
32603,miss,15.842471,0,42.05424
20239,hit,0,0,7.615074
30311,updation,0.563223,0.006081,5.295386
5654,updation,5.081791,0.02967,27.514245
34410,updation,2.814332,0.005903,7.89635
18575,miss,18.653578,0,9.96747
4494,miss,21.676118,0,21.35362
1766,updation,1.081766,0.006818,5.609588
5379,miss,20.467015,0,27.365981
13959,updation,2.365569,0.005111,3.705297
29540,updation,3.727133,0.017411,6.490379
21672,miss,21.843297,0,5.264251
34161,updation,3.292751,0.016332,51.222744
2045,hit,0,0,8.258297
13661,miss,19.251611,0,48.423684
5997,updation,5.542198,0.06222,10.570377
28278,hit,0,0,138.800292
11315,regenerate,17.488869,0.014612,4.543388
29699,hit,0,0,3.144635
4095,updation,2.388083,0.005064,17.312199
31264,miss,21.000793,0,47.890253
23791,miss,16.660616,0,3.643647
7016,updation,10.833377,0.012498,15.529656
6979,miss,18.25814,0,22.998549
9163,miss,20.425723,0,11.315712
36401,updation,5.652787,0.020252,5.500232
9868,miss,36.1786,0,40.303097
1455,miss,22.201457,0,22.893346
36254,updation,2.390532,0.012755,47.941357
29699,hit,0,0,7.884585
34161,regenerate,20.854258,0.021525,5.598106
21345,hit,0,0,3.94171
26710,updation,6.470182,0.06111,29.453305
14515,hit,0,0,2.947743
4167,miss,17.951686,0,5.014516
26366,updation,3.732931,0.00882,89.200856
21773,updation,1.072243,0.005815,38.711277
29540,updation,4.624369,0.030284,10.635507
22549,miss,23.829989,0,8.902098
26171,miss,18.82276,0,3.071003
1351,miss,18.062963,0,12.179055
19744,miss,16.721076,0,11.784054
15354,updation,1.484398,0.008005,8.142473
19719,miss,25.364997,0,7.636462
23978,updation,0.591003,0.005332,3.500894
9163,updation,1.053959,0.014578,8.701105
10054,updation,6.693639,0.032457,21.293981
12141,updation,1.089968,0.011066,3.112225
26994,miss,20.882465,0,4.202795
20845,miss,25.000772,0,24.418444
26994,hit,0,0,3.998944
16701,miss,21.427652,0,112.087458
26555,updation,4.25856,0.019181,3.894814
1351,hit,0,0,6.812255
35546,miss,18.647471,0,12.797109
30720,miss,22.577756,0,4.528686
6650,miss,22.209029,0,4.814071
30134,updation,3.362773,0.010952,3.877722
12148,miss,35.179879,0,5.456682
26718,updation,1.069649,0.006463,8.879908
36254,regenerate,23.190772,0.014847,45.192995
23400,miss,18.313238,0,8.550055
28490,miss,22.474271,0,6.453677
3718,miss,23.904373,0,11.621176
19744,hit,0,0,7.191986
31342,miss,18.27709,0,2.898936
22019,updation,0.572185,0.006506,3.162914
30250,updation,4.666902,0.016202,6.388333
5394,updation,1.966671,0.008887,3.647933
5692,miss,20.202195,0,28.283029
31342,hit,0,0,4.274354
9178,hit,0,0,4.035063
34912,updation,2.395588,0.009701,3.637188
26171,updation,1.487693,0.009838,5.616275
20667,miss,20.320708,0,21.51937
13572,updation,6.897571,0.013958,9.317127
16771,miss,23.509656,0,5.815346
11650,updation,2.806034,0.015583,4.368363
35244,updation,5.554193,0.014922,10.69207
35397,miss,21.674312,0,3.051521
5654,updation,5.507106,0.041251,16.358104
35546,updation,1.055288,0.007249,6.103909
4331,miss,22.362377,0,9.140149
6318,miss,19.45447,0,39.781916
20845,updation,1.043831,0.016055,7.066361
580,updation,4.187066,0.012964,97.045163
32888,miss,19.097021,0,6.17931
21672,updation,1.955845,0.025957,5.58745
13959,updation,3.297036,0.016313,5.718134
21396,miss,20.856492,0,6.460959
35796,updation,3.361946,0.02483,5.71892
9868,hit,0,0,8.089826
16920,updation,1.056587,0.010313,26.959922
19744,updation,1.050097,0.004604,10.222428
14629,updation,14.568646,0.028644,12.932826
26555,regenerate,25.457249,0.024523,10.879209
29360,updation,18.901607,0.024927,363.089324
16920,regenerate,23.369421,0.011154,5.690887
8830,miss,21.2807,0,4.525267
1545,updation,2.884323,0.012812,6.281763
34161,hit,0,0,6.833893
32779,miss,26.046471,0,4.506464
29668,miss,21.010724,0,5.266668
34618,miss,27.663202,0,62.45407
35796,regenerate,23.843943,0.023848,3.537293
15088,updation,3.302323,0.019936,3.720491
24802,updation,5.543061,0.008075,14.429788
29699,hit,0,0,3.50386
24802,updation,6.017474,0.03946,9.681407
20006,updation,3.256578,0.010502,18.91437
17956,updation,1.498617,0.010299,86.058233
3756,miss,18.924803,0,11.558237
2124,miss,26.454097,0,3.914029
34380,updation,8.799362,0.013251,21.588658
3100,updation,3.711397,0.014612,6.750653
10479,hit,0,0,11.381785
15354,regenerate,23.675355,0.010378,21.273142
14312,miss,24.2386,0,10.515163
23978,regenerate,21.295469,0.00562,4.589805
26096,updation,2.348389,0.007094,24.350664
21773,updation,2.409426,0.01206,4.339877
9823,miss,25.422777,0,23.003919
3822,updation,4.184918,0.010015,56.685766
6367,miss,39.474673,0,10.505903
3718,updation,3.096811,0.038058,42.441451
9178,hit,0,0,2.996661
19368,miss,27.903188,0,16.805464
26484,updation,0.578638,0.008229,3.705571
17463,miss,25.851703,0,19.915427
27259,miss,27.689044,0,15.923606
26484,regenerate,23.217003,0.00689,5.489718
13353,miss,19.803701,0,4.27516
34039,miss,24.760202,0,11.941452
3328,updation,1.035223,0.005105,5.734741
16948,miss,27.402444,0,26.916603
15354,updation,0.576331,0.0066,18.474575
17467,updation,1.486297,0.009872,31.8938
34084,updation,2.385075,0.008834,33.968132
453,updation,2.821545,0.022511,4.605265
19368,hit,0,0,18.514331
7432,updation,8.656104,0.015103,6.714951
22735,miss,26.094426,0,6.494179
30311,updation,2.402081,0.089495,15.674655
10054,updation,20.445324,0.198702,9.107959
5379,updation,1.02682,0.021679,39.052928
24388,updation,3.756451,0.00684,9.472215
28836,updation,2.814992,0.0117,4.10483
23540,updation,0.580832,0.00358,20.128294
17778,updation,3.279042,0.009093,5.201849
31102,miss,24.408754,0,3.471144
1545,regenerate,26.24471,0.019063,21.04392
4415,miss,25.421601,0,26.494996
6516,miss,24.692062,0,7.623942
15574,updation,2.359648,0.010333,19.266736
31863,updation,13.094769,0.005615,3.050446
29360,regenerate,40.007555,0.065058,237.751085
19744,updation,1.523112,0.0811,29.320359
13073,miss,28.337262,0,40.081171
20006,updation,5.673374,0.024851,5.456514
11660,updation,8.427897,0.011849,8.90337
18131,miss,24.300038,0,17.756956
34679,miss,27.893412,0,47.389286
33011,miss,23.507757,0,3.005229
721,miss,23.46293,0,10.080726
15574,regenerate,24.918426,0.009158,14.649011
4494,updation,1.089721,0.00682,22.331689
34280,updation,8.353222,0.021639,33.305426
16771,updation,3.788986,0.013348,9.876314
2124,hit,0,0,41.627991
15814,updation,3.274942,0.00358,24.162826
12874,miss,24.569934,0,19.155659
34084,regenerate,25.101046,0.007379,6.347147
2124,hit,0,0,72.867869
12054,updation,2.879518,0.00655,5.566232
14515,updation,0.582453,0.004031,3.668025
16771,updation,4.236936,0.019758,11.000501
35836,updation,11.905102,0.026525,29.273706
29668,hit,0,0,4.39172
1351,updation,1.571118,0.004736,7.90502
22305,miss,27.980671,0,100.308512
5833,miss,24.680469,0,6.354752
9163,updation,1.951139,0.009633,9.547988
28153,updation,17.514083,0.031331,115.490181
4167,updation,1.959232,0.005244,38.879209
30696,updation,2.370823,0.006044,12.004305
26366,updation,4.180619,0.010517,137.508417
14811,updation,1.924315,0.005224,188.673206
25113,miss,25.917434,0,36.747916
5394,regenerate,23.843376,0.006795,109.823626
30350,updation,6.113432,0.015035,73.918786
17290,miss,23.076849,0,24.078751
16143,miss,29.602701,0,48.76758
14629,updation,6.430944,0.021149,65.69812
6367,updation,1.041426,0.007,4.519974
15011,updation,5.518227,0.030944,99.326283
9476,miss,25.62943,0,13.787221
15814,regenerate,25.727135,0.00498,19.179423
24200,miss,23.569313,0,3.367087
7366,updation,0.57592,0.003374,8.77844
4702,miss,29.619011,0,13.63442
15538,updation,5.584939,0.012947,13.591072
21741,updation,10.801355,0.011719,9.599594
10285,updation,5.096057,0.007012,37.590769
19744,regenerate,24.44125,0.00476,12.835538
28194,miss,30.853536,0,15.118671
803,miss,26.724357,0,6.690011
10490,updation,3.28661,0.008433,3.729073
5766,miss,27.414775,0,14.063125
1160,updation,4.720958,0.013197,5.214213
14813,updation,9.941852,0.004978,35.416518
22235,miss,37.901543,0,54.926456
12813,miss,31.207262,0,43.887125
9476,updation,0.57184,0.005283,3.594021
1766,updation,2.891903,0.008081,8.980175
453,updation,3.288734,0.010082,5.321772
803,hit,0,0,7.541235
9476,regenerate,26.965913,0.00541,12.857169
15574,hit,0,0,3.186766
7310,updation,2.812017,0.003852,2.72553
16662,updation,5.082309,0.007875,11.015753
1704,miss,37.369726,0,15.262106
30250,updation,9.410156,0.024417,8.789518
25811,miss,24.727695,0,3.390628
803,hit,0,0,5.585557
28335,miss,25.160699,0,4.573875
29514,miss,30.506324,0,7.358219
30350,updation,7.475397,0.0309,83.682485
12499,miss,27.634281,0,3.28405
14451,miss,35.340643,0,65.185664
33971,updation,3.292083,0.003266,4.709112
36348,miss,40.257926,0,59.777012
17463,updation,2.40793,0.010555,31.503918
4889,miss,31.37943,0,4.967102
6415,updation,4.204303,0.007185,5.187257
16491,updation,9.151816,0.00761,230.031853
26648,miss,28.250787,0,4.586487
23519,updation,6.029561,0.004122,59.017573
22282,miss,28.194803,0,83.200541
27259,hit,0,0,3.796175
35397,updation,1.471255,0.005002,12.313139
17778,updation,5.109141,0.013113,8.573319
11595,updation,4.601623,0.003563,4.486708
16771,regenerate,46.517079,0.039661,7.231642
11835,updation,1.989387,0.005847,4.467638
1267,miss,36.766631,0,64.076697
15574,hit,0,0,12.98621
28114,miss,36.720188,0,102.143489
34568,updation,8.379882,0.004767,31.268511
10479,hit,0,0,6.593634
1351,updation,5.187795,0.007934,8.711662
21773,updation,3.724098,0.010548,65.106445
19368,hit,0,0,13.310008
33011,updation,1.055509,0.00604,4.225563
5833,updation,2.362362,0.006253,7.32913
17463,regenerate,33.072886,0.010169,6.912577
23203,miss,34.989802,0,139.369049
1081,updation,2.169561,0.00535,16.467321
7208,updation,1.448383,0.003141,55.955618
16071,miss,30.21727,0,5.967701
14525,updation,1.439043,0.004746,4.447353
29260,miss,35.988339,0,122.971048
4494,updation,4.204958,0.015453,85.121519
13959,updation,6.43953,0.018433,12.82979
22735,updation,2.18828,0.013447,33.037545
34618,updation,2.956604,0.014267,19.546549
10054,updation,11.262101,0.070578,12.311747
18648,updation,23.910682,0.008308,58.175627
29596,updation,5.5546,0.00832,78.42847
14601,miss,28.933204,0,5.540957
1766,regenerate,37.94539,0.00861,49.255133
31303,updation,5.096171,0.010429,7.042387
11315,updation,1.921539,0.007146,4.158475
13959,regenerate,31.595522,0.028202,6.058027
23400,hit,0,0,7.404747
22979,miss,41.286373,0,10.813486
35470,miss,38.001024,0,13.103453
27309,miss,37.545498,0,8.717309
29514,updation,1.038734,0.006437,7.715444
5674,updation,4.191746,0.00388,6.73477
26475,miss,37.911572,0,20.214805
5706,updation,5.975449,0.006811,38.964802
13797,miss,30.435299,0,7.856173
33418,updation,4.151511,0.012198,13.680901
19991,updation,3.738278,0.009025,46.620293
27046,miss,33.730052,0,51.46148
18784,updation,6.488152,0.009855,52.87287
13073,updation,1.049619,0.00809,50.445806
10287,updation,3.59977,0.008766,8.274761
28513,updation,4.775222,0.004781,119.161723
10287,regenerate,32.895655,0.01223,6.549676
11315,regenerate,30.358264,0.008305,5.097746
18575,hit,0,0,7.030389
27302,updation,17.765443,0.006709,14.6787
19345,miss,33.510639,0,6.768298
22549,updation,4.598717,0.016638,14.783373
26171,updation,4.622823,0.011878,6.044172
17064,hit,0,0,2.932324
30134,updation,6.868166,0.017418,8.356012
6029,updation,3.282873,0.004542,3.882364
6415,updation,6.075638,0.015242,7.999188
4415,hit,0,0,22.657015
19368,hit,0,0,1.973716
18654,updation,34.231354,0.015591,19.38086
27046,hit,0,0,43.576145
3328,updation,1.976246,0.005552,4.01253
21345,updation,4.209259,0.006018,14.304523
28247,miss,32.266076,0,26.373432
12148,updation,5.46956,0.014685,33.737538
5654,updation,8.790328,0.037582,23.161791
5674,regenerate,31.736837,0.009701,27.621803
19101,updation,5.521135,0.007444,52.011068
13409,miss,45.201835,0,127.856457
428,miss,29.035499,0,6.853112
7598,updation,9.830392,0.009379,14.186415
6824,updation,7.939185,0.009782,22.29783
26475,hit,0,0,18.483592
9726,miss,39.791537,0,15.379094
35689,miss,37.715392,0,41.943519
28247,hit,0,0,28.42706
13959,updation,1.230377,0.007777,25.444206
13138,miss,40.346656,0,18.449309
17225,updation,7.366887,0.006606,5.813806
16776,miss,39.220082,0,107.774509
8830,updation,3.268361,0.007445,106.598511
3476,miss,30.427301,0,6.434263
19345,updation,1.03896,0.007029,4.155895
6979,updation,1.915454,0.005728,29.825614
18306,updation,5.206259,0.006309,7.247685
6650,updation,5.985953,0.016362,7.95819
8071,miss,28.15536,0,2.471361
29540,updation,5.486537,0.022822,46.900039
453,regenerate,32.565575,0.01172,29.488574
11315,updation,0.562937,0.007183,4.963851
31264,updation,2.356986,0.01043,89.317972
18306,regenerate,35.715656,0.015617,7.783156
13748,miss,55.468555,0,10.786001
28020,updation,4.682473,0.003699,5.524703
23952,miss,33.387737,0,11.155894
7880,miss,31.08113,0,3.001204
34618,updation,3.688838,0.023155,81.454676
7880,hit,0,0,3.047009
28020,regenerate,33.263054,0.014997,22.166745
35302,miss,29.865646,0,9.479268
12387,updation,2.863766,0.00911,67.923294
17196,miss,34.965091,0,14.408508
16771,updation,1.50965,0.009833,70.503891
14996,miss,39.409166,0,14.568496
4178,miss,34.715839,0,211.257924
24514,updation,13.891185,0.006632,59.110104
3100,updation,6.985859,0.015798,10.571824
32913,miss,31.294207,0,10.234497
35470,updation,1.923442,0.01289,62.948677
19684,updation,2.760407,0.003397,143.350637
12479,miss,38.090321,0,17.473371
6318,hit,0,0,43.79625
11660,updation,11.804313,0.03979,16.858857
13824,updation,0.571864,0.002922,17.695843
2045,hit,0,0,2.82387
21475,miss,40.026741,0,16.243354
35756,miss,36.922683,0,5.628021
23969,miss,36.999875,0,3.465623
14246,miss,40.337262,0,31.348299
7432,updation,13.215539,0.059916,12.747503
6556,updation,3.691838,0.003982,5.636473
364,updation,4.63135,0.00971,4.967815
12813,updation,1.49657,0.007479,52.465539
20532,updation,13.82583,0.011543,136.632893
1085,miss,45.729242,0,16.335728
9178,updation,3.281235,0.004322,13.42637
34280,updation,10.658397,0.04539,11.704395
26171,updation,6.932014,0.023015,38.506281
18852,miss,34.20376,0,4.554614
16377,updation,5.57824,0.008333,8.965695
34039,updation,2.774556,0.009701,13.183157
1085,regenerate,46.586149,2.56E-4,16.409066
16143,updation,2.3705,0.01187,25.82733
11660,regenerate,43.379997,0.06409,10.34186
13471,miss,48.338739,0,43.059252
1081,updation,2.38379,0.008348,21.013603
8830,regenerate,45.400885,0.009867,94.837642
13073,updation,3.877992,0.01464,42.196053
15814,updation,2.380082,0.005713,25.651842
16622,updation,10.801861,0.019953,64.617289
19421,miss,43.717948,0,16.295117
9939,updation,6.008697,0.014813,33.225489
31943,hit,0,0,4.941033
25357,miss,50.995845,0,73.154046
11383,miss,46.544773,0,5.910388
14312,updation,2.384846,0.006982,9.883164
25357,hit,0,0,16.914116
5618,miss,39.175097,0,19.395532
20006,updation,8.431253,0.032282,54.798543
24388,updation,5.966085,0.012091,23.563238
12108,updation,7.879676,0.01213,4.589827
32779,updation,3.250141,0.014029,4.644161
4494,updation,7.384741,0.030995,38.478807
30736,updation,6.937708,0.017608,13.239949
17196,hit,0,0,11.83543
34380,updation,11.613358,0.024113,36.663781
22305,updation,3.765018,0.012927,35.001126
12054,updation,7.469606,0.016719,6.105559
29668,hit,0,0,5.333584
13959,updation,1.51645,0.008963,8.48207
15538,updation,9.280733,0.024662,90.431931
2108,miss,35.615627,0,2.91323
4331,updation,3.743343,0.011333,140.797
