Querier,Cache log,Generation Time,Execution Time,Policy Retrieval Time,Hit Total Time,Miss Total Time,Deletion Flag
19719,hit,0,8.408236,0,8.408236,0,0
32741,hit,0,8.214484,0,8.214484,0,0
31418,miss,10.829211,6.691446,1.353311,0,18.873968,0
20718,miss,17.1662,6.862153,1.768192,0,25.796545000000002,0
17778,hit,0,6.660547,0,6.660547,0,0
15538,hit,0,8.533627,0,8.533627,0,0
22549,miss,603.91017,7.817107,1.290272,0,613.017549,0
26265,miss,14.775431,7.278569,1.523393,0,23.577393,0
36401,soft-hit,13.19218,7.335405,1.377823,21.905408,0,false
15574,miss,10.028368,5.350554,1.269748,0,16.64867,0
2561,miss,10.724514,5.829157,1.506828,0,18.060499,0
29514,miss,13.542347,6.157935,1.552127,0,21.252409,0
28393,miss,11.944492,7.616071,1.472245,0,21.032808,0
2857,miss,8.938027,7.377708,1.238552,0,17.554287000000002,0
12148,miss,11.613584,7.277158,1.379316,0,20.270058,0
9726,miss,10.523183,5.797698,1.272203,0,17.593083999999998,0
11650,miss,10.147954,6.627848,1.317082,0,18.092884,0
34397,miss,12.397074,7.136933,1.510273,0,21.04428,0
12499,miss,9.822454,5.836253,1.323168,0,16.981875000000002,0
15538,hit,0,6.703304,0,6.703304,0,0
32741,hit,0,5.652265,0,5.652265,0,0
1912,miss,9.747317,7.613378,1.328944,0,18.689639,0
32888,miss,8.956582,7.219815,1.21061,0,17.387006999999997,0
22979,miss,9.062939,5.053161,1.278471,0,15.394571,0
36348,miss,17.448671,6.29737,2.006958,0,25.752999000000003,0
25956,miss,9.861056,8.535865,1.354689,0,19.75161,0
24514,miss,12.718615,7.629268,1.522705,0,21.870587999999998,0
19421,miss,9.409431,7.404655,1.273507,0,18.087593,0
24200,soft-hit,13.2383,8.257813,1.490373,22.986486,0,false
28878,soft-hit,9.748293,8.06148,1.312624,19.122397,0,true
29372,hit,0,7.797376,0,7.797376,0,0
9939,miss,9.401243,7.966452,1.378459,0,18.746153999999997,0
28393,hit,0,8.157479,0,8.157479,0,0
32069,miss,9.190783,8.150403,1.258018,0,18.599204,0
5566,miss,8.898819,7.761436,1.367857,0,18.028112,0
27259,soft-hit,7.650589,6.696706,1.286061,15.633356,0,true
24200,hit,0,8.607219,0,8.607219,0,0
14629,miss,9.173907,9.236428,1.287479,0,19.697814,0
7069,miss,12.28507,9.76423,1.613889,0,23.663189,0
16142,hit,0,7.879125,0,7.879125,0,0
14813,miss,8.184519,7.99873,1.411318,0,17.594566999999998,0
9189,miss,7.108934,5.816605,1.389815,0,14.315354,0
35240,hit,0,6.143182,0,6.143182,0,0
16662,miss,9.702254,7.753299,1.911978,0,19.367531,0
721,miss,8.543373,7.631514,1.415559,0,17.590446,0
33011,miss,9.241595,6.900336,1.470049,0,17.611980000000003,0
7069,hit,0,8.673966,0,8.673966,0,0
24200,hit,0,6.333943,0,6.333943,0,0
1545,miss,9.519086,5.833517,1.551894,0,16.904497,0
22282,miss,10.611741,6.130361,1.57413,0,18.316232,0
29372,hit,0,5.38069,0,5.38069,0,0
26555,hit,0,5.892537,0,5.892537,0,0
299,miss,7.443221,5.938937,1.321721,0,14.703879,0
14525,miss,7.391762,12.611381,1.367511,0,21.370654000000002,0
1766,miss,15.980001,7.11376,2.135123,0,25.228884,0
13944,miss,13.968495,8.472142,1.947474,0,24.388111000000002,0
11282,miss,8.788354,6.303298,1.499731,0,16.591383,0
18648,miss,16.85957,6.715807,2.206796,0,25.782173,0
26710,miss,12.500113,6.280712,2.093307,0,20.874132000000003,0
13944,hit,0,8.907625,0,8.907625,0,0
12054,miss,8.281147,6.307894,1.617471,0,16.206512,0
14813,miss,8.970198,6.49215,1.6073,0,17.069648,0
17778,soft-hit,13.691731,5.517645,2.491424,21.7008,0,false
24200,soft-hit,7.436169,4.145353,1.339172,12.920694,0,true
18306,miss,8.570846,5.175866,1.620447,0,15.367159,0
28153,miss,8.183568,7.693043,1.879595,0,17.756206,0
24200,hit,0,7.799296,0,7.799296,0,0
33011,hit,0,8.582625,0,8.582625,0,0
31303,miss,9.858643,7.700536,1.479826,0,19.039005,0
28153,hit,0,7.672477,0,7.672477,0,0
33011,hit,0,7.728034,0,7.728034,0,0
16692,miss,9.792899,8.855708,1.422974,0,20.071581000000002,0
22549,hit,0,7.299524,0,7.299524,0,0
4494,miss,7.654475,6.610582,1.460635,0,15.725692,0
32634,miss,8.415767,7.315875,1.587463,0,17.319105,0
28153,hit,0,6.101993,0,6.101993,0,0
2857,soft-hit,12.140862,9.215855,1.897708,23.254424999999998,0,false
26648,miss,13.115173,8.369437,1.966977,0,23.451587,0
35240,hit,0,7.979678,0,7.979678,0,0
34568,miss,12.446714,7.700026,2.341825,0,22.488565,0
18654,miss,33.307855,8.151574,5.269645,0,46.729074000000004,0
13512,miss,9.289527,6.327612,1.624393,0,17.241532,0
22549,hit,0,6.01439,0,6.01439,0,0
12499,soft-hit,12.523783,7.103354,1.981561,21.608698,0,false
19719,soft-hit,23.509047,7.794616,3.507801,34.811464,0,true
3328,miss,9.573102,6.988274,1.753838,0,18.315213999999997,0
30696,soft-hit,17.663286,7.956219,2.78191,28.401415,0,false
15574,hit,0,7.127964,0,7.127964,0,0
26718,miss,8.76752,8.088072,1.683919,0,18.539510999999997,0
30720,miss,9.349283,6.717394,1.804427,0,17.871104,0
3328,hit,0,6.798969,0,6.798969,0,0
25956,hit,0,7.655114,0,7.655114,0,0
7208,miss,16.197597,8.412608,2.794168,0,27.404373,0
13512,hit,0,7.335265,0,7.335265,0,0
34380,miss,11.480208,8.346858,1.860996,0,21.688062,0
23203,miss,13.991875,10.456781,3.107888,0,27.556544,0
1160,miss,10.36774,8.32228,2.267657,0,20.957676999999997,0
13471,miss,11.735646,8.292171,2.239009,0,22.266826,0
16662,soft-hit,9.139667,8.218849,1.842778,19.201294,0,true
5654,miss,16.57241,9.143126,2.557439,0,28.272975000000002,0
2857,soft-hit,12.172095,9.471241,2.198795,23.842131000000002,0,true
19719,hit,0,9.046833,0,9.046833,0,0
453,miss,11.277855,8.156602,1.84212,0,21.276577,0
9746,miss,15.934899,10.447857,2.515525,0,28.898281,0
32069,soft-hit,13.053312,8.281038,2.181367,23.515717000000002,0,false
16662,hit,0,7.721296,0,7.721296,0,0
32888,hit,0,8.40795,0,8.40795,0,0
15574,hit,0,6.715423,0,6.715423,0,0
25113,miss,16.683259,10.73643,2.197175,0,29.616864,0
16142,soft-hit,10.138665,7.534522,1.831318,19.504505,0,true
14813,miss,9.375252,8.000804,2.015111,0,19.391167,0
17196,miss,13.50321,9.188653,2.72234,0,25.414203,0
34568,hit,0,6.482265,0,6.482265,0,0
26096,miss,12.418892,7.703035,2.286563,0,22.40849,0
7598,miss,10.533387,8.188281,2.116723,0,20.838391,0
17778,hit,0,7.779072,0,7.779072,0,0
18306,soft-hit,12.570567,5.763908,2.447251,20.781726,0,true
15574,hit,0,7.474839,0,7.474839,0,0
16662,hit,0,7.863183,0,7.863183,0,0
18654,soft-hit,29.596592,8.740835,4.86075,43.198177,0,true
13708,miss,9.711799,7.769748,2.407884,0,19.889431,0
4331,miss,9.209241,8.378818,1.859922,0,19.447981,0
5766,miss,12.734951,7.573815,2.823834,0,23.1326,0
11282,hit,0,6.417121,0,6.417121,0,0
21475,miss,15.817147,7.773773,2.241428,0,25.832348000000003,0
30707,miss,21.070872,9.218026,4.73047,0,35.019368,0
34058,miss,14.856719,7.49054,2.717412,0,25.064671,0
29156,miss,34.13346,7.959236,3.039,0,45.131696,0
16701,miss,7.919017,4.621684,1.865316,0,14.406017,0
28836,soft-hit,8.114794,5.199329,1.948013,15.262136,0,true
6367,miss,7.830057,5.236224,1.937446,0,15.003727,0
3328,soft-hit,10.278659,5.191324,2.146887,17.61687,0,false
11383,miss,10.361184,6.648497,2.318527,0,19.328208,0
16607,miss,8.24941,5.07629,2.11601,0,15.44171,0
5692,miss,11.61696,5.589846,2.430571,0,19.637377,0
28878,hit,0,4.720036,0,4.720036,0,0
11374,miss,8.584139,5.323046,2.065894,0,15.973079,0
24200,hit,0,5.373766,0,5.373766,0,0
29156,hit,0,7.029228,0,7.029228,0,0
35756,miss,16.231591,5.946911,2.583545,0,24.762047000000003,0
1160,soft-hit,9.488558,5.361537,2.391886,17.241981,0,false
18306,soft-hit,15.393912,6.939334,3.239948,25.573194,0,false
22335,miss,9.514044,5.54256,2.119611,0,17.176215,0
20845,hit,0,6.019166,0,6.019166,0,0
17956,miss,10.286115,5.30644,2.527479,0,18.120034,0
20239,miss,11.930783,7.693666,2.411781,0,22.03623,0
20845,hit,0,6.341498,0,6.341498,0,0
16771,miss,12.53059,5.776788,2.633501,0,20.940879,0
33011,hit,0,6.358764,0,6.358764,0,0
5766,hit,0,6.019959,0,6.019959,0,0
17196,soft-hit,9.542488,7.297453,2.259721,19.099662000000002,0,true
11383,hit,0,7.229676,0,7.229676,0,0
14930,miss,19.25254,8.919977,4.003345,0,32.175861999999995,0
2857,hit,0,7.31503,0,7.31503,0,0
12387,miss,15.391047,6.059054,3.021443,0,24.471544,0
9868,miss,8.65622,5.527985,2.304661,0,16.488866,0
35240,soft-hit,12.730691,7.24286,4.155268,24.128819,0,true
34290,miss,11.515274,6.153862,2.548494,0,20.21763,0
32634,hit,0,6.072109,0,6.072109,0,0
26648,hit,0,9.646765,0,9.646765,0,0
29540,miss,9.336792,6.966372,2.335654,0,18.638818,0
32888,hit,0,6.370337,0,6.370337,0,0
22735,miss,9.819144,7.047188,2.454376,0,19.320708,0
2124,miss,11.249567,6.84606,4.004741,0,22.100368000000003,0
34568,soft-hit,16.394018,8.279627,3.951008,28.624653,0,false
28393,soft-hit,11.752321,7.497537,2.695086,21.944944,0,true
11835,miss,14.973083,6.125448,3.007905,0,24.106436000000002,0
35756,soft-hit,8.489455,6.561661,2.230254,17.28137,0,true
2124,hit,0,5.461315,0,5.461315,0,0
13944,soft-hit,18.292844,8.044383,3.990427,30.327654,0,false
5766,hit,0,4.660255,0,4.660255,0,0
28194,miss,15.180441,9.838991,3.256249,0,28.275681,0
14930,hit,0,10.319987,0,10.319987,0,0
6415,miss,13.139674,10.933966,2.719983,0,26.793623,0
34410,miss,18.107976,8.581157,3.715462,0,30.404595,0
30696,soft-hit,23.927575,7.51087,4.642092,36.080537,0,false
17956,hit,0,6.437572,0,6.437572,0,0
7069,soft-hit,25.818768,9.443805,4.80231,40.064882999999995,0,false
28836,hit,0,5.470127,0,5.470127,0,0
7598,hit,0,6.151122,0,6.151122,0,0
28490,miss,15.164884,7.219541,3.27211,0,25.656535,0
28490,hit,0,7.479529,0,7.479529,0,0
32741,soft-hit,10.684911,7.207804,3.245507,21.138222,0,true
5766,hit,0,7.41585,0,7.41585,0,0
32083,soft-hit,10.107337,5.078619,2.492222,17.678178,0,true
34380,hit,0,7.276896,0,7.276896,0,0
22335,hit,0,6.536369,0,6.536369,0,0
28278,miss,10.857886,78.194234,3.838779,0,92.89089899999999,0
36371,miss,10.197575,8.96732,2.534581,0,21.699476,0
1085,miss,13.332596,7.558831,2.9877,0,23.879127,0
9746,hit,0,9.951278,0,9.951278,0,0
6029,miss,15.198952,6.795524,3.150725,0,25.145201,0
1040,miss,16.761557,6.276742,3.351633,0,26.389932,0
28114,miss,9.611337,7.158725,2.367646,0,19.137708,0
34161,miss,10.051919,7.490574,2.49309,0,20.035583,0
4095,miss,11.184718,5.564975,2.783869,0,19.533562,0
6824,miss,15.783692,7.621198,3.705098,0,27.109988,0
32083,hit,0,6.599793,0,6.599793,0,0
11629,miss,13.240441,7.9063,3.049769,0,24.19651,0
2561,soft-hit,9.466121,8.09774,2.490087,20.053948,0,true
19392,miss,10.09169,7.188666,2.61575,0,19.896106,0
26710,soft-hit,9.191387,7.9766,2.538678,19.706665,0,true
35836,miss,9.584064,6.934767,2.499751,0,19.018582000000002,0
26994,miss,9.930653,8.823299,2.8698,0,21.623752,0
20239,soft-hit,20.546901,8.402599,4.48938,33.43888,0,true
9746,soft-hit,12.229983,8.884055,3.119226,24.233264,0,true
31408,miss,9.45925,5.469092,3.018643,0,17.946985,0
1085,hit,0,6.106394,0,6.106394,0,0
26265,hit,0,6.431502,0,6.431502,0,0
14068,miss,11.233812,7.057928,2.714541,0,21.006281,0
7366,miss,15.529765,8.60165,3.678478,0,27.809893,0
10490,miss,13.109674,67.388522,3.230456,0,83.728652,0
4178,miss,13.625594,68.273654,3.17654,0,85.07578799999999,0
28278,hit,0,70.415043,0,70.415043,0,0
22549,hit,0,7.309745,0,7.309745,0,0
26710,hit,0,5.474122,0,5.474122,0,0
1545,hit,0,5.679991,0,5.679991,0,0
26555,soft-hit,18.57047,8.172331,4.319229,31.06203,0,true
16071,miss,13.501905,10.820053,2.833344,0,27.155302,0
6029,hit,0,6.328719,0,6.328719,0,0
12873,miss,11.160499,8.224825,2.834788,0,22.220112,0
7208,hit,0,5.479291,0,5.479291,0,0
27323,miss,10.582269,5.789858,2.626441,0,18.998568,0
1040,soft-hit,19.871382,6.329037,6.3424,32.542819,0,false
14811,miss,17.85439,6.800583,3.913537,0,28.568509999999996,0
26718,hit,0,6.775183,0,6.775183,0,0
6556,miss,9.887046,7.464526,2.563142,0,19.914714,0
34397,hit,0,9.249355,0,9.249355,0,0
34380,hit,0,7.959153,0,7.959153,0,0
1545,hit,0,8.229393,0,8.229393,0,0
5997,miss,16.613844,8.24419,4.023702,0,28.881736,0
35244,soft-hit,9.247901,8.408325,2.632454,20.28868,0,true
5766,soft-hit,15.491999,9.197187,3.753155,28.442341,0,false
35397,miss,12.261342,28.001207,3.366078,0,43.628627,0
34397,hit,0,7.961174,0,7.961174,0,0
9939,soft-hit,11.774535,6.819348,3.986691,22.580574,0,false
4465,miss,11.817484,10.439178,4.058785,0,26.315447,0
35470,miss,8.204475,6.443549,2.70727,0,17.355294,0
13073,miss,8.207571,6.428791,2.820702,0,17.457064000000003,0
30696,soft-hit,22.427391,7.825933,5.782987,36.036311,0,true
22019,miss,9.110594,4.723551,2.931682,0,16.765827,0
32774,miss,11.756104,6.085264,3.492627,0,21.333995,0
14813,miss,13.133345,9.420359,3.605037,0,26.158741,0
7366,hit,0,7.600812,0,7.600812,0,0
26265,hit,0,6.398473,0,6.398473,0,0
25357,miss,13.751412,7.532215,3.467082,0,24.750709,0
3718,miss,10.106625,16.280723,2.845389,0,29.232737,0
28153,soft-hit,17.254029,9.87174,4.756696,31.882465,0,false
721,hit,0,7.931317,0,7.931317,0,0
1545,hit,0,7.907623,0,7.907623,0,0
10490,soft-hit,19.391909,76.285701,4.784525,100.462135,0,false
1766,hit,0,6.305759,0,6.305759,0,0
18654,soft-hit,30.914506,8.759674,7.287334,46.961514,0,true
4889,miss,12.705685,5.645082,3.606985,0,21.957752,0
299,soft-hit,21.288052,13.54131,5.453281,40.282643,0,false
27259,soft-hit,12.179656,8.459054,3.61298,24.25169,0,false
20532,miss,13.427799,5.856052,3.69398,0,22.977831000000002,0
14930,hit,0,7.180456,0,7.180456,0,0
10490,hit,0,77.74804,0,77.74804,0,0
19392,soft-hit,14.315184,10.004697,3.693755,28.013635999999998,0,false
18648,soft-hit,15.986637,7.147536,4.593569,27.727742,0,true
34161,hit,0,6.183479,0,6.183479,0,0
2045,miss,13.195728,6.454109,3.48094,0,23.130777000000002,0
30696,hit,0,6.863043,0,6.863043,0,0
299,hit,0,13.583583,0,13.583583,0,0
15814,miss,10.29286,7.728848,2.957484,0,20.979191999999998,0
14930,hit,0,7.71594,0,7.71594,0,0
16360,miss,11.34539,7.974122,4.286756,0,23.606268,0
10479,miss,21.626496,6.46205,5.597842,0,33.686388,0
9189,hit,0,6.091629,0,6.091629,0,0
26475,miss,18.175696,10.115603,4.815018,0,33.106317,0
29668,miss,23.910959,7.041254,6.058072,0,37.010284999999996,0
15538,soft-hit,22.593038,7.07803,5.548947,35.220015000000004,0,false
19421,hit,0,6.164965,0,6.164965,0,0
9746,hit,0,8.341707,0,8.341707,0,0
12148,hit,0,5.843164,0,5.843164,0,0
21396,miss,10.66148,8.225783,3.071332,0,21.958595,0
16360,hit,0,7.755539,0,7.755539,0,0
14930,hit,0,8.516333,0,8.516333,0,0
24802,miss,11.585511,8.45177,3.266738,0,23.304019,0
3680,miss,12.77967,74.18376,3.754062,0,90.71749200000001,0
5692,soft-hit,14.011781,16.075882,3.916179,34.003842,0,true
13944,soft-hit,21.344705,9.926924,5.616903,36.888532,0,false
34058,hit,0,7.743338,0,7.743338,0,0
28020,miss,10.006663,8.676283,3.090039,0,21.772985,0
33418,miss,20.674304,12.605874,5.992058,0,39.272236,0
20845,hit,0,7.444366,0,7.444366,0,0
14246,soft-hit,12.477869,8.297131,3.571829,24.346829,0,true
30720,hit,0,5.827744,0,5.827744,0,0
30250,miss,10.813767,6.714182,3.048869,0,20.576818000000003,0
5997,hit,0,8.182545,0,8.182545,0,0
5706,miss,15.778912,8.405367,4.388472,0,28.572751,0
6415,soft-hit,19.387999,11.96227,5.727465,37.077734,0,false
13824,miss,10.634414,11.376179,3.419197,0,25.42979,0
20845,hit,0,7.756206,0,7.756206,0,0
4178,soft-hit,22.009031,88.382572,5.925688,116.31729099999998,0,false
36371,hit,0,7.311988,0,7.311988,0,0
14629,soft-hit,25.983997,9.85294,6.92229,42.759226999999996,0,true
5124,miss,10.803984,19.935531,3.151232,0,33.890747000000005,0
23540,miss,21.18078,10.095242,6.345311,0,37.621333,0
1766,hit,0,5.763198,0,5.763198,0,0
12813,miss,11.547858,5.716698,3.390524,0,20.655079999999998,0
6415,hit,0,9.940621,0,9.940621,0,0
5566,soft-hit,15.878058,9.278012,4.409989,29.566059,0,false
34912,miss,10.929068,5.625699,3.229684,0,19.784450999999997,0
428,miss,19.745556,8.549265,5.575467,0,33.870288,0
18131,miss,19.002632,7.757927,5.417642,0,32.178201,0
18654,hit,0,7.480879,0,7.480879,0,0
21773,miss,16.818262,6.03317,4.543748,0,27.39518,0
34397,hit,0,7.140317,0,7.140317,0,0
13073,hit,0,5.607406,0,5.607406,0,0
26697,miss,26.012367,7.10211,7.072034,0,40.186511,0
8830,miss,13.455071,5.903537,3.865525,0,23.224133000000002,0
35836,soft-hit,22.429045,8.186891,6.961705,37.577641,0,false
177,miss,15.026674,6.00103,4.489597,0,25.517301,0
32779,miss,9.633997,13.134905,3.255631,0,26.024533,0
27302,miss,13.205977,6.876386,3.993591,0,24.075954000000003,0
29826,miss,9.605065,5.16511,3.132262,0,17.902437,0
3328,soft-hit,15.773351,6.286951,4.524753,26.585054999999997,0,true
5124,soft-hit,14.044967,6.684668,4.07843,24.808065,0,false
3100,soft-hit,13.055739,5.058198,3.890148,22.004085000000003,0,true
17064,miss,18.81487,6.48952,5.294878,0,30.599268,0
33049,miss,29.168469,8.275774,7.472394,0,44.916637,0
16143,miss,15.928074,5.891449,4.049815,0,25.869338,0
30350,miss,14.330285,5.982357,4.083048,0,24.395690000000002,0
26366,miss,11.330269,5.388761,3.358217,0,20.077247,0
14629,hit,0,11.144734,0,11.144734,0,0
26994,soft-hit,13.614717,6.562886,4.128228,24.305830999999998,0,false
18648,hit,0,5.294624,0,5.294624,0,0
26475,hit,0,9.619434,0,9.619434,0,0
5566,hit,0,11.062832,0,11.062832,0,0
22764,miss,13.303136,71.851827,4.026474,0,89.18143699999999,0
20239,soft-hit,34.968158,10.876821,8.860028,54.705007,0,false
27302,hit,0,6.925308,0,6.925308,0,0
15538,hit,0,7.515034,0,7.515034,0,0
13572,miss,10.018398,5.693652,3.403089,0,19.115139,0
1581,miss,16.370103,6.215584,4.667972,0,27.253659,0
30077,miss,15.894216,5.747995,4.663658,0,26.305869,0
13138,soft-hit,23.036348,8.286653,6.238932,37.561932999999996,0,false
9746,soft-hit,19.220197,11.145278,5.516418,35.881893,0,false
34280,miss,10.427003,5.976468,3.425943,0,19.829414,0
12487,miss,12.888248,4.819586,4.050959,0,21.758793,0
16771,soft-hit,18.35055,6.121254,5.633573,30.105376999999997,0,true
4095,soft-hit,12.429185,6.677461,4.156258,23.262904,0,true
29372,soft-hit,10.770812,5.992391,3.445864,20.209066999999997,0,true
16948,miss,13.294376,6.688907,4.174681,0,24.157964,0
18306,soft-hit,17.685751,7.349044,5.596805,30.6316,0,true
34161,hit,0,5.061796,0,5.061796,0,0
34397,hit,0,5.9737,0,5.9737,0,0
11629,soft-hit,10.346917,5.724769,3.363255,19.434941000000002,0,true
2836,miss,14.246511,6.866719,4.59736,0,25.71059,0
26265,soft-hit,10.961432,5.267814,3.558653,19.787899000000003,0,true
2561,soft-hit,14.282677,7.56935,4.185329,26.037356,0,true
5692,hit,0,12.29525,0,12.29525,0,0
11383,hit,0,6.961364,0,6.961364,0,0
16948,hit,0,6.135367,0,6.135367,0,0
30707,soft-hit,21.013734,26.883366,6.26534,54.16244,0,true
28194,soft-hit,12.122378,6.37526,4.581187,23.078825000000002,0,true
1040,soft-hit,21.557912,13.604767,6.697899,41.860578000000004,0,true
5766,hit,0,6.07047,0,6.07047,0,0
9476,miss,11.868129,5.520755,3.827903,0,21.216787,0
30707,hit,0,6.65342,0,6.65342,0,0
18784,soft-hit,35.011071,8.822121,18.529487,62.362679,0,false
4178,soft-hit,20.600565,68.250884,6.015731,94.86718,0,true
30707,hit,0,6.098105,0,6.098105,0,0
2561,hit,0,5.385319,0,5.385319,0,0
20006,miss,13.106275,6.258997,4.61107,0,23.976342,0
32888,hit,0,5.8908,0,5.8908,0,0
13409,miss,22.138796,5.612035,6.876521,0,34.627352,0
20006,soft-hit,14.151523,6.930279,5.039036,26.120838,0,false
12487,soft-hit,19.029056,7.842196,5.808776,32.680028,0,false
29372,hit,0,4.733669,0,4.733669,0,0
35689,miss,12.471748,5.622481,4.236616,0,22.330844999999997,0
30077,soft-hit,11.907049,5.34562,4.265274,21.517943000000002,0,true
17196,soft-hit,16.134509,7.364602,4.698359,28.197470000000003,0,false
18306,hit,0,6.622872,0,6.622872,0,0
6096,soft-hit,33.158874,9.077546,9.776791,52.013211,0,true
33850,miss,14.681317,5.814571,4.641658,0,25.137546,0
8197,miss,11.599354,5.536285,3.611378,0,20.747017,0
8197,hit,0,5.557412,0,5.557412,0,0
16071,hit,0,6.461904,0,6.461904,0,0
4889,hit,0,6.210025,0,6.210025,0,0
16948,hit,0,6.348604,0,6.348604,0,0
22019,soft-hit,21.437645,6.904515,7.010892,35.353052,0,false
13409,hit,0,6.202896,0,6.202896,0,0
30743,miss,10.647353,5.633996,3.851609,0,20.132958000000002,0
14246,soft-hit,20.018244,6.599414,6.003846,32.621504,0,false
3100,soft-hit,16.839331,6.580862,5.303756,28.723949,0,false
2561,hit,0,6.213471,0,6.213471,0,0
24200,soft-hit,17.098792,6.685023,5.267343,29.051158,0,false
35244,soft-hit,17.172222,9.650584,4.760432,31.583238,0,false
17196,hit,0,7.337944,0,7.337944,0,0
31264,miss,14.041025,8.617359,4.291595,0,26.949979,0
35546,miss,14.190187,4.984104,4.479766,0,23.654057,0
14813,miss,25.357702,9.266033,7.648696,0,42.272431,0
1040,hit,0,13.862262,0,13.862262,0,0
25223,miss,22.446866,10.103484,6.921543,0,39.471893,0
24125,miss,13.29626,8.318149,4.521664,0,26.136073,0
28194,soft-hit,18.184227,8.826843,5.586801,32.597871,0,false
28153,hit,0,10.58174,0,10.58174,0,0
34410,hit,0,6.968553,0,6.968553,0,0
453,soft-hit,11.791345,5.737266,3.874752,21.403363,0,true
28278,soft-hit,19.845771,71.858712,5.572801,97.277284,0,false
3914,soft-hit,22.620432,7.155848,5.484579,35.260858999999996,0,true
7366,hit,0,5.783222,0,5.783222,0,0
11835,soft-hit,21.134717,7.482607,6.329744,34.947068,0,false
21396,hit,0,6.370774,0,6.370774,0,0
31303,soft-hit,12.215246,6.218704,4.166274,22.600224,0,true
31264,hit,0,7.886042,0,7.886042,0,0
20718,soft-hit,21.382028,6.606283,6.482251,34.470562,0,true
22335,soft-hit,14.266502,5.611167,4.770908,24.648577,0,false
15574,hit,0,5.933624,0,5.933624,0,0
18654,hit,0,5.682147,0,5.682147,0,0
29596,miss,16.654791,6.281723,5.312822,0,28.249336,0
11835,hit,0,6.475453,0,6.475453,0,0
17463,miss,23.736081,9.41489,7.318147,0,40.469117999999995,0
3914,hit,0,27.439232,0,27.439232,0,0
5566,soft-hit,18.765167,12.238149,6.202462,37.205778,0,false
30743,hit,0,6.555969,0,6.555969,0,0
7432,miss,10.691261,5.52602,3.849677,0,20.066958,0
12775,miss,13.7922,6.677015,4.799471,0,25.268686,0
