Querier,Cache log
Querier,Cache log
Querier,Cache log
35689,miss
28335,miss
8830,miss
32634,miss
29987,miss
16948,miss
35836,miss
34058,miss
23952,miss
16607,miss
15574,miss
1704,miss
5566,miss
17064,miss
9375,miss
15354,miss
9522,miss
20011,miss
12840,miss
23203,miss
32741,miss
19719,miss
4494,miss
29540,miss
34380,miss
12141,miss
18648,miss
13797,miss
4095,miss
8620,miss
30134,miss
29360,miss
35240,miss
16228,miss
7310,miss
33733,miss
4415,miss
27046,miss
9522,updation
29156,miss
29596,miss
13138,miss
15365,miss
11650,miss
6824,miss
15365,regenerate
27830,miss
32774,miss
25223,miss
13512,miss
18784,miss
26475,miss
1040,miss
14525,miss
32741,regenerate
27309,miss
33728,miss
15354,regenerate
15574,regenerate
22235,miss
6367,miss
25811,miss
17956,miss
6626,miss
35689,miss
12487,miss
11282,miss
1581,miss
32913,miss
6556,miss
26366,miss
23907,miss
1581,regenerate
428,miss
6516,miss
13819,miss
5654,miss
10287,miss
6029,miss
13024,miss
3100,miss
12148,miss
24200,miss
12813,miss
2561,miss
12487,regenerate
9163,miss
13512,regenerate
7366,miss
14515,miss
18784,regenerate
11135,miss
30134,updation
29987,regenerate
32634,updation
22549,miss
16771,miss
13073,miss
26265,miss
23540,miss
4178,miss
35244,miss
29540,regenerate
28194,miss
26648,miss
17196,miss
7310,regenerate
8010,miss
5997,miss
9476,miss
23519,miss
428,hit
26475,updation
5704,miss
21741,miss
6626,regenerate
27046,regenerate
29540,hit
34397,miss
28278,miss
23519,hit
1704,updation
30250,miss
16692,miss
6367,hit
30077,miss
1408,miss
36254,miss
4889,miss
803,miss
16143,miss
28490,miss
19368,miss
16505,miss
36348,miss
23978,miss
25223,regenerate
1267,miss
35546,miss
19744,miss
24061,miss
11374,miss
27323,miss
19684,miss
30414,miss
1081,miss
6979,miss
7366,hit
14930,miss
2427,miss
9163,updation
12487,updation
33418,miss
10479,miss
26171,miss
13708,miss
20239,miss
34380,updation
16622,miss
13353,miss
13661,miss
4141,miss
17798,miss
803,hit
34568,miss
31102,miss
17621,miss
5131,miss
16948,updation
16920,miss
13824,miss
2124,miss
30250,updation
33418,updation
21396,miss
25113,miss
32910,miss
11858,miss
1160,miss
28490,updation
29156,hit
14996,miss
25113,hit
16771,updation
15354,regenerate
33733,updation
5379,miss
23416,miss
6824,updation
26371,miss
33011,miss
6824,regenerate
34161,miss
5131,regenerate
8881,miss
5566,updation
18648,updation
23519,regenerate
13353,regenerate
16142,miss
18654,miss
32888,miss
8881,hit
22764,miss
4167,miss
33049,miss
19782,miss
27259,miss
26697,miss
453,miss
23978,hit
11374,updation
6415,miss
3476,miss
22549,updation
3822,miss
4889,hit
31863,miss
11221,miss
12054,miss
24061,regenerate
29596,updation
33049,hit
22979,miss
26994,miss
35244,updation
16228,regenerate
6318,miss
24514,miss
4494,updation
35240,updation
29668,miss
11858,regenerate
34161,hit
721,miss
20995,miss
5654,updation
34039,miss
17467,miss
13138,updation
20995,hit
11135,updation
14515,updation
35397,miss
26096,miss
34568,regenerate
27302,miss
28114,miss
29072,miss
20532,miss
32888,hit
18306,miss
24061,regenerate
3476,regenerate
11629,miss
31342,miss
5124,miss
9476,hit
32741,updation
31863,hit
14068,miss
27259,updation
16701,miss
496,miss
28194,updation
10479,updation
33971,miss
28247,miss
6367,updation
35244,regenerate
