5043,184,127,18,1116
5048,193,143,33,1190
5049,139,98,31,862
5050,161,116,36,1000
5055,252,181,45,1551
5063,179,142,33,1106
5068,207,154,39,1278
5073,235,172,42,1446
5080,147,123,33,912
5088,198,365,33,1218
5094,207,171,40,1280
5102,203,166,41,1253
5105,95,69,4,567
5112,168,128,8,1014
5122,136,96,19,831
5124,134,172,25,827
5131,142,105,19,870
5133,141,103,16,859
5137,229,198,48,1417
5143,208,170,41,1284
5144,245,264,43,1506
5149,199,161,40,1231
5153,203,157,38,1251
5165,240,302,43,1477
5183,229,168,42,1413
5199,175,134,35,1080
5200,219,265,42,1352
5208,183,127,12,1108
5209,211,170,39,1301
5211,156,137,8,939
5213,211,168,13,1273
5222,205,150,43,1265
5236,175,169,37,1082
5239,211,168,41,1302
5246,218,163,42,1347
5250,208,178,41,1286
5278,282,204,51,1737
5280,201,139,36,1242
5283,185,133,35,1145
5293,229,170,36,1407
5320,131,101,26,807
5323,174,352,34,1077
5352,157,138,27,964
5353,118,88,8,715
5360,261,369,48,1608
5379,168,139,23,1026
5383,278,218,27,1687
5394,162,134,30,997
5398,181,130,24,1107
5400,231,168,47,1426
5420,191,139,39,1182
5436,190,136,35,1174
5457,178,129,29,1094
5486,190,139,39,1174
5489,56,50,3,338
5492,163,115,35,1007
5498,197,140,39,1219
5520,191,143,31,1172
5537,136,99,19,832
5545,155,229,35,960
5557,193,138,40,1193
5563,168,120,37,1040
5564,235,200,44,1452
5566,180,133,35,1110
5569,200,138,9,1204
5573,163,311,39,1008
5579,133,140,28,821
5589,191,259,35,1180
5591,202,182,35,1244
5609,139,114,14,845
5618,129,97,5,772
5627,183,179,36,1130
5654,172,150,32,1059
5670,257,395,49,1584
5673,209,168,20,1271
5674,164,193,29,1008
5681,172,127,31,1058
5692,171,224,35,1056
5698,211,154,16,1281
5702,184,176,33,1132
5704,172,132,29,1057
5706,251,237,27,1528
5714,190,153,33,1172
5723,232,194,44,1432
5726,242,181,37,1482
5747,281,216,49,1730
5749,199,146,33,1225
5751,165,115,36,1019
5752,170,251,36,1048
5761,187,147,33,1154
5762,231,187,33,1418
5766,153,179,27,942
5768,162,113,29,1001
5773,153,106,27,943
5781,189,140,38,1165
5786,228,166,35,1402
5791,234,192,43,1444
5796,214,293,32,1315
5797,126,160,26,779
5810,139,155,31,859
5812,238,190,42,1467
5813,220,154,34,1352
5817,175,126,32,1078
5827,186,150,33,1147
5833,205,150,34,1260
5850,198,148,14,1199
5856,203,146,37,1253
5871,157,112,27,967
5883,137,99,32,847
5885,180,131,34,1110
5895,164,144,33,1010
5899,146,104,31,900
5906,137,91,8,825
5909,203,202,38,1252
5910,111,89,17,680
5916,169,112,33,1043
5926,266,229,41,1634
5936,233,167,43,1437
5941,158,113,35,979
5947,203,174,39,1253
5949,224,218,43,1382
5952,140,95,28,865
5953,157,162,18,956
5956,158,119,35,978
5961,142,94,8,856
5963,225,143,37,1381
5967,192,201,37,1185
5968,173,142,31,1068
5973,250,294,5,1503
5974,161,127,24,986
5979,164,157,30,1012
5990,264,227,42,1623
5991,268,311,40,1646
5997,150,113,31,929
6005,173,131,17,1050
6009,197,166,37,1216
6017,150,118,31,927
6029,163,122,42,1012
6042,136,111,16,826
6050,157,798,17,951
6056,244,239,19,1479
6069,226,223,44,1395
6078,170,193,29,1047
6085,175,151,31,1077
6088,215,254,39,1323
6089,218,196,42,1346
6096,223,216,40,1375
6109,168,135,33,1039
6118,203,166,31,1245
6123,154,181,15,935
6129,169,129,29,1040
6137,182,139,40,1129
6150,155,121,30,956
6159,160,131,30,988
6165,163,138,30,1006
6167,185,337,31,1139
6183,179,169,35,1106
6189,187,246,36,1155
6192,166,149,20,1013
6202,216,304,33,1327
6205,187,195,32,1153
6213,149,145,14,904
6215,172,189,32,1059
6228,205,166,36,1265
6229,125,213,5,755
6240,209,245,45,1296
6243,239,226,40,1474
6244,245,220,19,1485
6250,194,179,37,1196
6256,175,158,35,1082
6261,172,235,34,1064
6274,197,186,34,1214
6282,183,153,24,1117
6298,212,172,31,1298
6309,172,420,35,1063
6318,139,129,7,838
6321,185,163,31,1137
6332,223,284,38,1376
6333,169,137,34,1044
6340,158,144,32,978
6344,192,174,37,1187
6356,149,126,30,921
6359,171,319,35,1058
6367,208,197,40,1284
6371,164,142,29,1010
6384,174,151,36,1076
6403,171,243,35,1055
6406,187,841,32,1150
