Querier,Cache log
Querier,Cache log
Querier,Cache log
10479,miss
15814,miss
13944,miss
13748,miss
10479,miss
16749,miss
7880,miss
14451,miss
5692,miss
5394,miss
20718,miss
4889,miss
32913,miss
17956,miss
6367,miss
29864,miss
15486,miss
34410,miss
16360,miss
8010,miss
26555,miss
32634,miss
26718,miss
32634,hit
20532,miss
36371,miss
26475,miss
12840,miss
13959,miss
26366,miss
23952,miss
26555,regenerate
22305,miss
13661,miss
28513,miss
17956,regenerate
34280,miss
28490,miss
13138,miss
5692,updation
12054,miss
13409,miss
26648,miss
22549,miss
6824,miss
17621,miss
803,miss
13353,miss
23519,miss
11650,miss
5704,miss
1455,miss
31863,miss
29360,miss
5131,miss
33850,miss
6415,miss
16622,miss
33728,miss
4889,regenerate
13748,updation
9163,miss
13572,miss
15088,miss
18648,miss
26096,miss
31303,miss
17778,miss
9178,miss
31086,miss
13471,miss
26710,miss
17463,miss
10054,miss
28513,updation
21741,miss
16143,miss
16622,updation
9178,hit
32818,miss
21741,hit
6029,miss
27302,miss
18784,miss
16749,updation
34772,miss
12775,miss
19345,miss
14312,miss
36348,miss
20532,updation
9178,hit
3680,miss
28393,miss
32083,miss
1023,miss
29540,miss
12387,miss
19421,miss
10287,miss
4178,miss
33971,miss
34397,miss
31943,miss
19782,miss
11043,miss
28194,miss
28393,regenerate
35546,miss
29072,miss
30743,miss
2427,miss
18530,miss
12874,miss
12840,updation
8071,miss
35240,miss
5618,miss
15814,updation
4465,miss
11660,miss
16701,miss
16701,hit
18852,miss
35240,hit
17798,miss
24125,miss
31342,miss
35302,miss
23907,miss
32603,miss
9939,miss
35756,miss
28393,updation
11629,miss
7069,miss
19345,hit
15538,miss
10287,updation
16662,miss
7327,miss
721,miss
19991,miss
7310,miss
4889,updation
21475,miss
12775,regenerate
7310,hit
6318,miss
11660,updation
31408,miss
9522,miss
29540,updation
2427,regenerate
32741,miss
29668,miss
14996,miss
13797,miss
28247,miss
26710,updation
5379,miss
15486,updation
4141,miss
32779,miss
28194,updation
2124,miss
30696,miss
15011,miss
11858,miss
12873,miss
10283,miss
5618,regenerate
35689,miss
31264,miss
2561,miss
24802,miss
10283,regenerate
7598,miss
29156,miss
15354,miss
26096,updation
25956,miss
30088,miss
14246,miss
1455,updation
28153,miss
20006,miss
26475,updation
6367,updation
1081,miss
26994,miss
22549,updation
11629,updation
23540,miss
28153,hit
10283,regenerate
30117,miss
29372,miss
29372,hit
29596,miss
30311,miss
364,miss
20011,miss
13708,miss
32888,miss
23371,miss
29072,updation
9726,miss
30134,miss
12479,miss
13661,updation
32634,updation
5352,miss
21396,miss
1581,miss
8071,updation
5124,miss
35796,miss
7432,miss
7598,updation
1995,miss
13797,updation
1040,miss
6096,miss
13819,miss
16622,updation
803,hit
5379,updation
7366,miss
19368,miss
15088,updation
30250,miss
15354,regenerate
3980,miss
29826,miss
29699,miss
9163,updation
17225,miss
31418,miss
16143,updation
11374,miss
35244,miss
12141,miss
27830,miss
34084,miss
18575,miss
26718,updation
6415,updation
7016,miss
26096,regenerate
36241,miss
22764,miss
5997,miss
14451,updation
9189,miss
19421,updation
6029,updation
2561,updation
31264,updation
28393,updation
8389,miss
10455,miss
23791,miss
18654,miss
23540,hit
21672,miss
2102,miss
34618,miss
26171,miss
23203,miss
23203,hit
30707,miss
7208,miss
34568,miss
27309,miss
