Querier,Cache log
Querier,Cache log
Querier,Cache log
16692,miss
6415,miss
17463,miss
12387,miss
21672,miss
19392,miss
7802,miss
28278,miss
5124,miss
12775,miss
17290,miss
30077,miss
34912,miss
19924,miss
1081,miss
33971,miss
17196,miss
32816,miss
30743,miss
12775,regenerate
35397,miss
36371,miss
3100,miss
18654,miss
28393,miss
13708,miss
15088,miss
4178,miss
29360,miss
28490,miss
9189,miss
27323,miss
11315,miss
20532,miss
11660,miss
15365,miss
16491,miss
8389,miss
30311,miss
1704,miss
16228,miss
30743,hit
20532,updation
17467,miss
14629,miss
29987,miss
7310,miss
23400,miss
33971,updation
8071,miss
18654,hit
30743,updation
34161,miss
34380,miss
30350,miss
6367,miss
30311,updation
13512,miss
9823,miss
34410,miss
17956,miss
9746,miss
25223,miss
17798,miss
30311,regenerate
31408,miss
22335,miss
19684,miss
17798,updation
14451,miss
453,miss
27830,miss
16662,miss
3914,miss
32069,miss
11629,miss
8881,miss
20845,miss
28878,miss
28513,miss
18575,miss
3914,regenerate
25811,miss
32779,miss
5997,miss
6096,miss
32913,miss
19101,miss
35397,updation
14246,miss
11595,miss
35302,miss
35546,miss
6824,miss
31102,miss
12054,miss
5704,miss
11315,updation
10054,miss
26171,miss
2124,miss
16360,miss
6367,updation
29540,miss
27302,miss
1160,miss
9476,miss
29372,miss
10479,miss
7432,miss
9868,miss
13572,miss
32888,miss
28335,miss
36348,miss
16749,miss
22335,updation
33850,miss
2857,miss
8881,updation
10490,miss
3680,miss
21741,miss
13959,miss
5766,miss
23371,miss
12148,miss
12141,miss
25811,regenerate
12840,miss
28836,miss
15088,updation
28278,updation
9939,miss
7069,miss
4494,miss
30696,miss
11315,updation
12148,hit
496,miss
17463,updation
364,miss
35689,miss
6556,miss
16360,regenerate
27830,updation
16071,miss
35689,updation
16071,hit
26371,miss
12873,miss
33728,miss
11315,regenerate
12054,updation
2124,updation
14811,miss
14246,updation
13959,updation
12141,updation
22979,miss
12148,hit
30134,miss
16920,miss
28194,miss
9163,miss
7069,hit
30250,miss
33971,updation
29699,miss
18575,updation
28513,updation
17798,regenerate
32083,miss
31102,updation
13572,updation
5704,updation
23791,miss
12840,updation
22305,miss
26484,miss
5352,miss
31408,updation
30250,updation
30414,miss
27302,updation
29864,miss
31943,miss
30720,miss
34161,updation
10479,updation
7016,miss
15486,miss
26096,miss
31342,miss
33049,miss
7598,miss
33011,miss
24200,miss
721,miss
34618,miss
2561,miss
30311,updation
1023,miss
14068,miss
13024,miss
5997,updation
25357,miss
12108,miss
8071,updation
13073,miss
7432,updation
1766,miss
2857,updation
35836,miss
26994,miss
17225,miss
32634,miss
10287,miss
24125,miss
9726,miss
5706,miss
24388,miss
23978,miss
14525,miss
34647,miss
24388,hit
5706,hit
34039,miss
27302,updation
7366,miss
13024,hit
26648,miss
299,miss
13471,miss
11595,updation
16920,updation
14629,updation
34380,updation
7016,regenerate
13824,miss
34410,updation
1351,miss
3822,miss
28878,updation
4889,miss
18784,miss
15230,miss
12487,miss
3718,miss
26371,updation
23203,miss
14601,miss
31086,miss
5618,miss
19991,miss
30743,updation
30414,updation
11858,miss
8197,miss
31408,updation
34084,miss
299,updation
25223,updation
28114,miss
8620,miss
428,miss
19782,miss
16948,miss
6650,miss
34618,updation
23791,regenerate
28153,miss
31418,miss
21475,miss
35244,miss
6556,updation
