Querier,Cache log,Generation Time,Mergeability Time,Execution Time
Querier,Cache log,Generation Time,Mergeability Time,Execution Time
Querier,Cache log,Generation Time,Mergeability Time,Execution Time
1085,updation,7.576938,0.090439,51.529811
33418,miss,58.082828,0,19.955983
34772,updation,4.124423,0.042582,44.556048
21345,updation,2.646116,0.071783,105.253542
29540,miss,54.937203,0,17.298853
9163,miss,63.483074,0,59.472642
4095,miss,50.009753,0,181.096249
24388,miss,51.065816,0,56.904547
23416,miss,49.240861,0,703.890898
30117,miss,63.819888,0,19.903263
18306,miss,56.514755,0,10.197046
721,miss,55.239615,0,5.924559
16771,miss,68.193318,0,20.39043
34568,updation,12.756924,0.247565,130.525955
16228,miss,49.284208,0,80.074235
34039,updation,15.175165,0.237354,40.445597
10287,updation,1.275389,0.011178,12.493858
9939,miss,75.675177,0,31.496559
6650,updation,2.757326,0.020727,41.56296
13512,miss,73.719933,0,32.326835
23978,updation,1.84462,0.003769,11.80814
13661,updation,10.545758,0.007604,35.23941
5566,updation,4.697982,0.011728,56.97107
6029,miss,59.723615,0,9.786114
34084,miss,57.820109,0,35.616794
18530,updation,1.221973,0.003714,5.897233
18306,updation,0.691399,0.00652,66.352634
6626,miss,65.119232,0,12.981217
9823,updation,7.642615,0.023936,11.095281
30088,updation,14.800636,0.022094,6.193751
21475,updation,10.491995,0.035637,63.53551
36373,updation,1.589327,0.005107,58.602234
31408,miss,68.542812,0,6.822399
35470,miss,81.066209,0,24.389813
30707,updation,11.623048,0.023468,16.408935
24125,miss,52.198826,0,22.759953
30707,regenerate,66.614211,0.054127,17.324955
32069,miss,73.177696,0,23.302317
8830,miss,57.99678,0,8.38677
13748,updation,19.98567,0.035589,21.056644
35546,updation,11.060336,0.004575,114.87835
6029,hit,0,0,98.399273
6979,miss,58.05455,0,11.313105
31863,miss,54.605588,0,6.577469
5124,updation,10.539359,0.018195,15.066306
21345,regenerate,57.666184,0.010114,42.74242
34084,hit,0,0,31.097559
27302,updation,13.36304,0.054615,28.371857
32779,miss,96.274238,0,122.560604
27302,regenerate,78.624916,0.091147,94.056031
29668,miss,52.028826,0,3.628526
4415,miss,57.703624,0,79.574235
9189,updation,9.621949,0.048075,174.280353
11595,miss,63.811831,0,68.314028
34912,updation,10.01987,0.016505,76.619433
5352,updation,0.661726,0.005563,71.427851
16505,updation,4.029813,0.00627,41.330603
13353,updation,2.975034,0.003309,196.717625
4141,miss,62.793941,0,32.187357
6318,updation,1.128941,0.004029,75.83876
18575,miss,53.857194,0,8.408646
28194,miss,66.989314,0,14.026053
22305,updation,13.697339,0.053849,54.949591
29260,updation,7.71071,0.036364,14.208002
30077,miss,63.806157,0,25.413369
26265,miss,85.226703,0,82.610091
30350,updation,19.682157,0.010789,10.64362
12499,miss,65.05472,0,7.966739
27302,updation,5.511431,0.046374,30.131916
299,updation,6.12351,0.017339,54.066391
30134,miss,69.075914,0,54.28841
13708,updation,10.346486,0.033161,13.497639
30696,miss,74.713687,0,28.439487
2108,updation,0.650282,0.003231,7.937617
1023,miss,64.109196,0,8.382222
24200,miss,67.50279,0,92.186786
36254,updation,7.441312,0.014278,17.843072
28335,miss,58.351195,0,24.623949
14996,updation,19.184691,0.043381,68.038055
28020,updation,11.195068,0.027089,45.501762
23952,updation,3.099033,0.00811,19.046729
20006,miss,100.023529,0,24.980419
16377,updation,3.857852,0.01115,37.299131
32913,hit,0,0,8.42794
13824,miss,59.578652,0,124.802198
5704,updation,14.738459,0.028992,42.152329
11383,updation,21.902237,0.042739,66.804549
26718,miss,67.456266,0,6.754229
20532,miss,90.986648,0,183.359813
13024,updation,2.587712,0.005352,11.848192
9726,updation,27.154074,0.021404,21.183319
25956,updation,5.467696,0.010462,8.419721
34161,miss,73.338758,0,180.935062
34397,miss,64.960092,0,71.498691
34647,miss,70.604019,0,13.328638
13824,hit,0,0,108.213962
28393,updation,21.151131,0.082585,28.108912
299,updation,8.722488,0.032936,17.94363
6367,miss,88.689677,0,79.796996
6824,miss,85.436959,0,85.925244
5692,updation,22.125255,0.011114,125.214281
36348,miss,101.590481,0,79.815773
15230,updation,1.65139,0.004807,12.524446
29826,miss,91.095576,0,78.294321
16776,updation,11.21446,0.016441,116.237097
22549,miss,87.212929,0,74.918712
35546,updation,13.712316,0.058348,175.000943
17290,miss,67.336911,0,156.948494
13819,updation,2.607538,0.006745,29.829542
5352,updation,5.153069,0.019964,85.236857
28153,miss,70.974216,0,8.204124
31418,miss,80.100812,0,9.349527
12054,updation,12.338816,0.046546,178.001892
26697,miss,94.525723,0,28.897048
19744,miss,65.913656,0,29.864986
14515,miss,65.583693,0,23.048766
9674,miss,85.332576,0,103.443606
23952,updation,5.711478,0.016181,141.4785
35244,updation,13.606766,0.067831,53.984803
23203,miss,97.767081,0,20.423197
177,miss,87.750931,0,133.459714
26648,updation,9.815336,0.023305,14.517604
1081,updation,11.670904,0.010195,25.488197
15814,miss,71.492198,0,4.582116
16749,miss,98.551444,0,45.027237
28153,updation,0.657344,0.007174,48.067212
28278,updation,17.336501,0.009848,5.115412
35546,updation,15.352749,0.070785,287.309483
15088,miss,79.545611,0,209.762458
3328,miss,78.195963,0,12.88312
35689,miss,78.409638,0,6.008438
24061,miss,65.810275,0,12.845487
31418,updation,1.645996,0.01296,11.530181
26475,updation,30.571937,0.090477,27.77289
9522,updation,18.546852,0.010233,117.839655
3914,miss,81.244506,0,12.649144
16771,updation,8.960557,0.076507,20.492234
12054,updation,14.057291,0.090467,38.958912
8197,updation,2.638231,0.002802,13.196419
18784,updation,16.171257,0.084088,20.23783
7802,updation,18.449875,0.015725,268.857209
16607,updation,25.927969,0.08424,98.189035
29072,miss,76.670187,0,6.397869
23978,updation,4.516326,0.009039,24.384773
30736,updation,8.271215,0.049194,165.205894
18852,miss,84.962132,0,16.429903
34161,updation,3.789481,0.02419,35.965872
17463,miss,101.529795,0,31.809353
32083,updation,17.106887,0.086617,19.196854
28490,miss,103.751477,0,115.794544
4889,updation,15.438699,0.02528,27.512402
20011,miss,79.797372,0,11.923164
35689,updation,0.62496,0.011565,86.914421
26697,updation,16.052509,0.044005,26.853268
29596,updation,12.821765,0.056888,11.118557
6650,updation,8.204991,0.046966,176.861768
34397,hit,0,0,66.986594
35796,updation,23.4311,0.063355,21.460245
12487,updation,16.329933,0.039628,23.064883
12499,updation,3.169124,0.020768,9.2123
34618,updation,21.230281,0.017958,137.373348
16662,miss,99.028313,0,92.410004
2045,updation,8.289082,0.007087,15.178077
7366,updation,6.48864,0.007632,19.534503
8830,updation,8.317237,0.028643,16.234197
18648,updation,39.465401,0.043283,163.500964
28393,updation,39.182758,0.191778,168.782692
27323,miss,99.722604,0,21.284236
3476,miss,73.975375,0,36.942356
5618,miss,106.749696,0,131.348501
19392,updation,14.631274,0.020442,17.021454
23952,updation,8.691065,0.031198,232.677095
13409,updation,22.376836,0.022494,137.535321
16491,miss,137.907442,0,534.947295
364,updation,7.212938,0.024018,13.823437
8881,miss,101.179047,0,41.933153
34342,miss,103.137937,0,106.414169
19392,regenerate,89.29453,0.062122,7.337441
11374,miss,89.272958,0,10.905878
5997,miss,121.382612,0,120.98866
13138,updation,29.379286,0.135965,34.662078
12775,updation,13.893752,0.01128,6.158367
4702,miss,118.491129,0,777.982989
17225,miss,94.924853,0,272.062417
6516,updation,9.716175,0.004668,39.869232
20845,miss,117.64305,0,248.757686
29826,updation,10.124634,0.095872,173.307869
33418,updation,12.616146,0.046539,209.446597
3680,updation,6.389051,0.013703,316.166303
3680,regenerate,82.624761,0.016469,198.049606
11835,updation,16.521173,0.006174,6.340916
1160,miss,114.091589,0,126.28259
21345,updation,6.341068,0.020498,44.213771
16377,updation,7.226184,0.037979,135.526709
3718,miss,102.162063,0,9.04321
31303,miss,95.305052,0,59.822791
4178,miss,84.751356,0,204.031735
16749,updation,3.068658,0.019109,91.864671
1081,updation,27.461599,0.042398,47.130823
29668,updation,8.230164,0.009471,34.643358
35244,updation,19.619066,0.138283,57.991322
18784,updation,19.697417,0.149534,22.187241
16692,updation,12.471165,0.011545,13.33568
16491,hit,0,0,542.730216
11650,miss,96.110241,0,14.816756
7802,regenerate,97.423236,0.028505,216.261338
34679,miss,98.057728,0,171.188622
12141,miss,101.024275,0,29.726693
24802,updation,18.866121,0.064132,50.597555
22979,miss,135.503799,0,45.815439
9476,miss,94.287879,0,68.338159
5674,miss,109.304783,0,217.657774
5124,updation,15.518925,0.054191,377.696116
34679,regenerate,100.3252,6.46E-4,109.997962
5997,miss,132.817315,0,29.249457
6626,updation,7.409979,0.070828,154.329389
26994,updation,20.600776,0.014697,50.767039
9522,updation,22.09266,0.089528,21.812893
7598,miss,139.782313,0,160.174606
9178,miss,97.953611,0,7.468111
26718,updation,5.259414,0.028054,9.823471
16505,updation,7.190286,0.01502,41.706337
11629,miss,90.038356,0,40.578757
14996,updation,27.891818,0.147101,74.656926
17621,miss,129.879144,0,107.325576
9726,updation,41.941226,0.254316,44.928072
32603,miss,82.878395,0,75.433631
31408,updation,7.925698,0.02304,22.207014
12054,updation,19.836954,0.174569,54.40429
33733,miss,100.065139,0,133.530504
21741,miss,123.525333,0,22.860398
23969,updation,4.359747,0.005332,319.624517
9522,updation,24.521954,0.156448,48.284287
28490,updation,8.974131,0.080017,197.730602
5618,hit,0,0,190.751846
36401,miss,138.621091,0,40.270171
13959,updation,17.359886,0.022696,95.588283
1545,miss,96.914647,0,12.762651
13797,updation,26.35866,0.071023,10.731991
27323,updation,2.69104,0.029269,28.397457
13409,updation,28.05446,0.14114,51.068653
34161,updation,11.411974,0.063117,170.646034
428,updation,9.697133,0.010431,21.459198
14515,updation,2.778535,0.008545,8.262845
24200,updation,9.776061,0.039998,144.026212
5766,miss,102.408978,0,47.735384
34912,updation,24.601054,0.08919,24.203022
24802,updation,22.084444,0.134153,144.136834
34410,miss,93.671809,0,19.865125
22979,updation,2.240922,0.036512,37.168026
29360,miss,144.767453,0,490.069873
23791,miss,88.011338,0,446.008488
21396,updation,20.2061,0.023129,39.910242
6824,updation,12.379205,0.089075,22.28651
5379,miss,125.103931,0,34.366759
5833,updation,20.721913,0.014597,42.486002
428,updation,10.210134,0.023617,42.513386
9522,regenerate,110.086594,0.240481,163.622826
22549,updation,13.072703,0.113181,30.147875
17463,updation,8.367912,0.071731,146.26164
13819,updation,9.61839,0.014677,92.004895
14813,updation,53.159972,0.162619,36.540773
16491,updation,2.490538,0.015062,484.54652
19421,updation,20.908451,0.060034,271.988327
23400,miss,91.253865,0,58.010235
13512,updation,33.239832,0.213659,117.815954
2561,updation,35.21664,0.193479,141.868241
30134,updation,7.405484,0.037124,22.318283
8010,miss,119.743012,0,100.839355
364,updation,12.492204,0.055525,10.747678
1085,updation,35.447006,0.177139,17.581348
22735,miss,115.779227,0,85.158451
3328,updation,3.31678,0.016288,16.818642
22979,updation,3.836804,0.059754,34.87134
30707,updation,15.388853,0.071874,39.184555
10479,miss,107.362889,0,109.699737
18575,updation,1.605322,0.003327,10.247631
21475,updation,29.050374,0.150664,118.533951
3756,miss,100.644391,0,126.855469
11315,updation,36.030556,0.138623,30.349997
18306,updation,17.508431,0.067296,30.617226
11374,updation,3.874806,0.026853,81.5895
4494,miss,123.080533,0,194.474817
16776,updation,21.474791,0.040382,190.842366
1081,updation,17.380721,0.105511,13.956887
30720,miss,152.664444,0,293.224277
27830,miss,115.988017,0,125.902813
33850,miss,118.821985,0,19.771038
23791,hit,0,0,285.368641
7069,updation,24.583395,0.078226,108.834221
18131,miss,126.104415,0,131.952926
27046,miss,103.35469,0,35.393202
10479,hit,0,0,99.696227
22335,updation,17.575456,0.031034,8.300247
7016,miss,164.326138,0,208.006799
28153,updation,15.688385,0.02805,38.74932
19345,updation,24.65554,0.016144,10.995912
5766,updation,1.213591,0.012278,64.697059
12873,miss,112.99559,0,122.319112
30350,updation,33.062805,0.15477,26.415573
27259,miss,107.415005,0,41.049976
19345,regenerate,118.892779,0.13625,86.647581
12054,updation,31.907183,0.37601,475.467068
4331,miss,131.443784,0,10.327249
9476,updation,4.344926,0.026911,8.87149
4095,updation,13.716668,0.033554,52.791757
29372,updation,19.836698,0.082597,178.760024
1160,updation,11.925387,0.119102,120.710166
11650,updation,4.929232,0.036221,9.416435
7016,updation,1.163143,0.017827,246.711339
33011,updation,25.235077,0.056198,11.002679
32816,updation,18.590846,0.046691,73.473488
26718,updation,11.336001,0.059747,121.058552
29864,updation,77.238812,0.196034,53.523754
3980,updation,13.50816,0.037014,88.509682
34161,updation,17.546363,0.126983,261.236415
34280,updation,29.675531,0.04868,62.460945
10479,hit,0,0,94.545867
16692,updation,13.148769,0.044068,287.281375
28247,updation,16.219521,0.006909,102.706051
13797,updation,29.154468,0.145382,158.843856
28393,updation,50.425007,0.463429,230.73598
32888,miss,113.438097,0,207.157017
27302,updation,26.050082,0.20517,162.568517
33733,updation,2.138929,0.012972,141.204136
16771,updation,26.510395,0.158137,38.942424
3476,updation,0.659714,0.005809,6.279078
2045,updation,10.891544,0.016252,16.895714
33733,regenerate,118.639559,0.010774,124.773312
14601,miss,121.11557,0,87.390255
4494,updation,3.283572,0.034384,48.413076
21345,updation,10.946902,0.04763,52.313125
22549,updation,18.884102,0.16466,41.929474
2102,miss,102.783789,0,72.507458
7016,updation,5.54498,0.051008,202.173946
25113,updation,32.127313,0.077587,61.322138
34618,updation,34.134589,0.166182,28.731766
30414,updation,5.069401,0.00568,76.525057
29540,updation,18.547597,0.062027,189.891454
13824,updation,4.155219,0.005707,205.428123
26265,updation,19.642742,0.179833,120.292069
9178,updation,4.39619,0.026401,49.569943
11135,miss,120.430469,0,13.694061
2427,updation,36.185006,0.073953,61.048674
26366,updation,21.858291,0.018255,19.651378
11043,miss,109.544917,0,47.460672
12387,miss,124.115554,0,20.834929
16505,updation,9.319278,0.028654,67.182164
5766,regenerate,120.792663,0.011093,40.986343
16142,updation,25.986078,0.094102,48.609322
14451,updation,51.944553,0.096737,277.025361
7880,updation,19.182154,0.00659,51.650507
16776,updation,25.466393,0.0659,225.086447
6650,updation,31.622518,0.201952,310.649127
32069,updation,25.862946,0.17529,37.274357
1351,updation,11.088558,0.017567,27.974839
34058,miss,167.035221,0,42.452056
31408,updation,8.475082,0.036796,14.341397
1545,updation,8.230745,0.041778,79.390638
34290,updation,21.359271,0.038156,21.492295
5997,miss,192.357802,0,44.115541
6415,updation,18.806081,0.01289,14.278665
16228,updation,8.582156,0.015144,152.455755
4167,updation,24.310601,0.035332,48.589859
16749,updation,9.842173,0.046832,47.506517
22735,updation,2.398239,0.025361,19.921326
15365,miss,109.382221,0,12.42007
13959,updation,26.695835,0.115031,43.145644
35240,updation,22.891201,0.018363,19.581963
2102,hit,0,0,77.05599
20718,miss,123.183092,0,18.929234
22764,updation,15.951285,0.014741,387.738169
9178,updation,6.192713,0.037594,83.504118
7802,updation,10.536116,0.018943,295.330681
6533,miss,125.456415,0,32.118437
16505,updation,10.459248,0.043666,220.734335
5833,updation,23.852216,0.088915,27.291758
29936,updation,36.194906,0.144007,24.274368
32774,updation,27.57566,0.041887,20.913257
28393,updation,47.258939,0.786468,70.579606
5379,updation,6.284042,0.046215,36.71216
26555,updation,17.499222,0.025671,25.109799
5706,updation,32.306283,0.024575,8.862579
4095,updation,15.488305,0.070429,242.458041
15814,updation,4.911724,0.01597,25.883186
31342,miss,117.335585,0,34.114523
17290,updation,5.280721,0.011854,132.617242
16749,updation,9.838967,0.056753,49.195584
2836,updation,60.923138,0.145554,48.672543
177,updation,17.326926,0.070353,212.111708
10283,updation,11.868265,0.007907,85.439217
2045,updation,13.372683,0.03219,778.572643
19963,miss,143.691203,0,161.462966
7366,updation,16.011435,0.029073,108.707808
23907,updation,43.72464,0.081006,410.907885
14451,updation,54.549145,0.486143,618.706341
11383,updation,75.003571,0.398927,67.199955
12479,miss,152.564261,0,149.821458
721,updation,18.978004,0.073283,20.854291
3718,updation,13.434106,0.093492,34.70209
15365,hit,0,0,13.631096
33971,updation,31.814768,0.053031,13.239543
30720,updation,10.192302,0.151985,371.598135
24061,updation,7.036564,0.010051,123.617376
30414,regenerate,125.808642,0.009508,47.296292
22549,updation,31.14575,0.359481,51.182629
10479,updation,1.251622,0.006644,188.858597
1545,updation,12.19235,0.075688,45.155308
31418,updation,11.181233,0.046867,25.652794
9163,updation,33.548857,0.160053,52.018431
17621,updation,16.093811,0.177861,19.076904
19101,miss,163.584544,0,105.12488
12813,miss,149.187034,0,24.051995
12499,updation,27.079076,0.083007,37.436925
23791,updation,2.065589,0.006146,354.053271
15814,regenerate,125.911848,0.019138,77.886077
18306,updation,28.885409,0.174232,50.357071
28278,updation,33.667556,0.049823,485.670741
13471,miss,194.768831,0,40.301701
24802,updation,34.172399,0.338149,240.926394
34618,updation,41.397147,0.382462,492.131588
14525,updation,31.096185,0.018208,236.64354
22549,updation,33.037979,0.499743,73.223636
33971,regenerate,148.830256,0.190239,27.765162
6367,updation,35.496317,0.170248,79.429658
11374,updation,9.417887,0.061491,16.003389
13409,updation,46.101878,0.42645,79.134357
11383,updation,71.207538,0.924136,295.411816
7327,miss,203.903853,0,49.058202
16071,miss,151.955238,0,81.477342
35470,updation,42.052278,0.328619,43.685782
29668,updation,20.92669,0.039933,103.468362
29514,updation,42.374196,0.011361,61.50978
31264,miss,147.454087,0,12.389899
2561,updation,71.316374,0.597302,77.672929
24200,updation,15.613946,0.077756,160.040393
12840,miss,133.338667,0,35.362209
12108,miss,157.181768,0,113.345462
11374,regenerate,142.678853,0.093803,14.680364
20011,updation,22.703858,0.050853,21.106172
29699,miss,149.790917,0,100.123136
15354,updation,34.310641,0.009629,75.004535
36371,miss,156.027651,0,24.514622
19782,miss,166.378625,0,294.431534
11595,updation,20.335727,0.083865,60.888424
9674,updation,23.7161,0.046653,364.244191
32779,updation,25.900271,0.151875,42.645313
31102,miss,150.82741,0,33.272599
5352,updation,30.321139,0.108683,198.727881
3680,updation,7.059684,0.019506,60.970471
17778,updation,40.837569,0.010956,65.325492
34058,updation,6.43209,0.107446,37.724521
11043,updation,1.611881,0.006127,4.330834
10285,miss,161.311211,0,52.811349
19368,updation,12.202357,0.01401,94.980523
22735,updation,8.575497,0.073457,22.498106
18131,updation,11.038007,0.060001,197.154013
19924,updation,36.807053,0.009011,27.871345
29260,updation,45.619386,0.244584,39.579523
15088,updation,23.292947,0.073766,22.623002
25113,updation,64.257571,0.309943,313.607436
