Querier,Cache log,Generation Time,Execution Time
Querier,Cache log,Generation Time,Execution Time
Querier,Cache log,Generation Time,Execution Time
25811,miss,518.436013,52.746104
16920,miss,102.175862,60.240293
33418,miss,119.671897,17.839995
803,miss,107.971338,15.984909
21773,miss,108.85925,21.404564
8389,miss,100.549481,14.761355
3914,miss,99.685897,17.275619
16948,miss,106.27665,14.147769
6556,miss,95.427327,22.328536
32913,miss,102.068911,46.117063
14515,miss,94.417719,19.459749
35470,miss,93.514602,49.876873
5131,miss,94.048213,37.347855
13959,miss,93.319364,22.950592
12874,miss,91.925229,11.052558
18784,miss,94.030195,15.834872
20667,miss,91.326921,22.987723
12141,miss,90.642625,24.138447
16142,miss,95.337332,26.155105
16622,miss,92.770097,14.239219
32069,miss,97.345813,32.976286
23416,miss,87.74752,28.656622
13748,miss,90.738858,25.427193
33850,miss,90.451633,13.17123
34912,miss,118.589048,37.368124
19744,miss,93.334383,11.410407
31086,miss,91.124078,10.766462
23519,miss,88.514744,24.582917
9163,miss,89.477662,25.635834
14811,miss,88.443222,15.254216
34058,miss,86.077066,18.213186
16776,miss,90.091157,19.745239
20006,miss,67.443352,16.678035
1766,miss,88.967995,15.739969
31303,miss,88.038386,32.581970999999996
11221,miss,87.878909,11.613657
17225,miss,86.589434,42.983143
29826,miss,94.611317,11.751264
29987,miss,87.559521,10.515572
30696,miss,90.017359,17.133571
9939,miss,88.233989,32.355578
7598,miss,87.137845,10.445761
15574,miss,87.495337,17.752947
3822,miss,88.282294,900.813459
31102,miss,95.70092,25.284014
12873,miss,87.101716,24.254527
11835,miss,88.162716,22.051644
13708,miss,87.077589,48.50937
19963,miss,86.593838,16.767763
12775,miss,78.942817,12.171545
13819,miss,86.753112,14.171321
29260,miss,87.048999,13.989868
27259,miss,86.22324,55.304299
34410,miss,93.027325,26.674298
20239,miss,87.278349,20.286702
13024,miss,85.939183,12.473985
14813,miss,86.825784,18.035382
28513,miss,91.402079,19.597791
14811,soft-hit,86.499788,13.655557
26648,miss,86.757275,16.62688
12873,soft-hit,86.451044,22.850005
14996,miss,86.356242,12.736286
6824,miss,84.980253,25.487206
22764,miss,86.812684,23.874264
3718,miss,86.305644,85.669887
19991,miss,87.566918,27.094415
34912,soft-hit,88.360714,34.715944
16776,soft-hit,87.353831,18.12371
13572,miss,86.878735,13.907786
12499,miss,85.952167,26.668363
29826,soft-hit,99.379109,18.765037
19392,miss,86.405521,45.696833
453,miss,92.445802,29.819486
11374,miss,86.770497,10.255805
13138,miss,87.715705,14.795624
16142,soft-hit,88.639037,22.894579
3980,miss,87.654099,26.704845
26718,miss,85.662355,14.522454
23519,soft-hit,88.847751,22.124797
14312,miss,87.760989,15.174736
27309,miss,89.429054,13.121121
7598,soft-hit,87.09082,12.360734
177,miss,87.20498,20.146991
9163,soft-hit,88.016373,26.268452
19345,miss,86.524861,22.5627
32888,miss,86.872765,21.550653
5833,miss,112.616978,12.562419
13572,soft-hit,86.605238,14.004676
17064,miss,87.885873,29.772706
23978,miss,87.419058,35.998883
32818,miss,87.132241,43.088094
30250,miss,87.967043,13.990189
9178,miss,86.169887,39.257209
1040,miss,87.637027,60.246827
31303,soft-hit,86.57964,998.44899
22305,miss,90.15167,35.923058
14515,soft-hit,85.394307,18.689597
2836,miss,89.416357,15.056641
31086,soft-hit,87.197851,52.226731
35470,soft-hit,86.996908,53.232834
18306,miss,93.066531,14.762076
29596,miss,87.993186,14.455203
9178,soft-hit,85.965874,39.030296
3476,miss,86.507875,38.687598
13138,soft-hit,90.446282,15.954186
27309,soft-hit,88.038262,11.459894
12054,miss,85.47182,21.114421
12873,soft-hit,83.119145,21.0606
14068,miss,84.363239,10.82632
20845,miss,89.007899,14.874058
6626,miss,86.063723,393.984273
33850,soft-hit,88.795688,13.047177
32913,soft-hit,87.301569,48.197719
34912,soft-hit,109.873948,34.546234
14813,soft-hit,86.166284,17.694914
6318,miss,90.557631,20.397408
35756,miss,84.593465,16.100771
29987,soft-hit,84.502996,30.895653
4465,miss,80.709732,15.172148
19744,soft-hit,88.662834,21.635725
16505,miss,86.030236,14.191106
33418,soft-hit,86.158155,12.030896
5124,miss,89.171248,165.774372
15574,soft-hit,84.740155,16.406291
32634,miss,94.043156,12.926575
14930,miss,93.232538,29.355443
8389,soft-hit,86.707502,11.890303
1160,miss,95.288446,14.306323
22019,miss,84.492382,15.778967
33728,miss,89.002868,20.047784
29826,hit,0,19.399715
13959,soft-hit,87.169178,20.590826
453,hit,0,28.53172
9163,soft-hit,87.830228,23.210345
31418,miss,96.097105,24.579193
18654,miss,92.200492,17.888436
1912,miss,86.06947,52.079606
1912,soft-hit,85.071008,60.674269
15486,miss,86.018751,37.363231
26366,miss,109.432948,34.968465
30134,miss,86.778584,11.895452
34647,miss,88.090548,15.908888
11660,miss,86.390708,34.917661
13748,soft-hit,85.092667,23.01232
12387,miss,87.334076,17.004082
1085,miss,86.513859,61.193685
34912,soft-hit,85.526338,34.471785
30414,miss,96.202291,14.041513
36348,miss,90.36638,20.058839
496,miss,91.734955,20.211686
36241,miss,83.624049,17.505227
30117,miss,88.324518,47.347125
14525,miss,87.015123,22.783902
17196,miss,85.290518,29.404947
25223,miss,86.565975,33.573442
30134,soft-hit,82.750314,11.507152
18131,miss,92.499111,9.28001
9674,miss,85.505525,18.155976
35302,miss,87.626851,25.617303
30696,soft-hit,86.495686,16.468303
32083,miss,93.434758,34.302768
9178,soft-hit,83.157327,36.834165
13944,miss,94.262369,8.57492
19991,soft-hit,96.955889,27.750102
17778,miss,94.53387,204.873177
33011,miss,90.252108,13.779776
6979,miss,88.386106,930.254227
13959,soft-hit,89.798558,37.762597
5131,soft-hit,85.042871,34.819874
