Querier,Cache log,Generation Time,Execution Time,Policy Retrieval Time,Hit Total Time,Miss Total Time,Deletion Flag
1766,hit,0,5.759292,0,5.759292,0,0
20718,miss,16.308245,7.536977,1.676662,0,25.521884,0
33418,miss,12.039506,5.696244,1.295558,0,19.031308,0
30134,hit,0,6.362295,0,6.362295,0,0
13708,miss,9.226039,6.671165,1.188649,0,17.085853,0
19345,hit,0,6.079816,0,6.079816,0,0
5692,miss,9.872635,5.891391,1.138813,0,16.902839,0
16692,miss,12.198417,6.151149,1.311532,0,19.661098,0
36371,miss,9.104232,6.24076,1.17531,0,16.520302,0
32083,miss,8.668027,5.033455,1.089172,0,14.790654,0
18306,miss,9.815397,7.008712,2.037881,0,18.86199,0
14930,miss,9.2391,5.605322,1.237046,0,16.081468,0
23519,miss,8.502167,5.514318,1.009764,0,15.026249,0
13409,hit,0,5.636238,0,5.636238,0,0
7327,miss,11.021234,4.740375,1.15453,0,16.916139,0
30350,hit,0,5.232379,0,5.232379,0,0
20006,miss,11.52108,5.94373,1.6258,0,19.090609999999998,0
1455,miss,8.511401,5.257855,1.089974,0,14.85923,0
4095,miss,8.70177,5.405124,1.212777,0,15.319671,0
14525,hit,0,7.491433,0,7.491433,0,0
453,hit,0,6.300081,0,6.300081,0,0
34039,miss,15.701365,6.484224,1.503037,0,23.688626,0
1766,hit,0,6.42297,0,6.42297,0,0
14525,hit,0,5.113167,0,5.113167,0,0
4465,miss,9.727123,6.362873,1.318115,0,17.408110999999998,0
30311,miss,9.066147,5.74453,1.235266,0,16.045943,0
4095,hit,0,4.862072,0,4.862072,0,0
26171,miss,9.529723,6.259449,1.557934,0,17.347106,0
2857,hit,0,6.616593,0,6.616593,0,0
19782,miss,12.327531,7.30948,1.456221,0,21.093232,0
24802,miss,9.203286,5.885367,1.23585,0,16.324503,0
30311,hit,0,7.008729,0,7.008729,0,0
25956,miss,16.803772,7.290089,1.8352,0,25.929060999999997,0
30250,miss,9.799414,6.076729,1.29152,0,17.167663,0
2561,miss,8.580475,6.420917,1.237052,0,16.238444,0
19345,hit,0,5.490308,0,5.490308,0,0
22735,miss,8.734747,6.323731,1.26102,0,16.319498000000003,0
1040,miss,11.624269,5.924551,1.446245,0,18.995065,0
30250,hit,0,4.712222,0,4.712222,0,0
36348,miss,21.052925,8.054198,2.420109,0,31.527231999999998,0
1023,miss,10.010097,7.698931,1.375304,0,19.084332,0
35756,miss,9.880468,6.18798,1.443786,0,17.512234,0
29156,miss,17.797515,7.902726,2.149578,0,27.849819,0
4465,hit,0,7.502934,0,7.502934,0,0
36371,hit,0,7.978501,0,7.978501,0,0
18648,miss,24.952983,8.523105,2.934784,0,36.410872,0
1023,hit,0,7.849605,0,7.849605,0,0
14525,hit,0,7.420454,0,7.420454,0,0
36371,hit,0,7.658522,0,7.658522,0,0
26366,miss,10.383026,7.669534,1.466974,0,19.519534,0
15574,soft-hit,12.231347,8.665992,1.655537,22.552875999999998,0,true
33971,miss,12.19004,19.32366,1.683266,0,33.196966,0
12813,miss,8.839981,6.401096,1.560924,0,16.802001,0
25956,hit,0,6.835958,0,6.835958,0,0
12387,miss,12.020337,5.503471,1.621111,0,19.144919,0
32069,miss,11.373948,6.232909,1.637222,0,19.244079,0
14996,miss,12.259436,6.359064,2.384892,0,21.003392,0
29936,miss,14.894297,6.120479,1.886165,0,22.900941,0
34397,miss,17.269333,6.908547,2.188025,0,26.365904999999998,0
2857,hit,0,5.97812,0,5.97812,0,0
12387,hit,0,5.97666,0,5.97666,0,0
32888,miss,12.893464,7.165561,1.731675,0,21.7907,0
36371,hit,0,5.000362,0,5.000362,0,0
7880,miss,9.722732,6.803875,1.787581,0,18.314188,0
453,soft-hit,15.610469,8.483972,2.047868,26.142308999999997,0,true
31303,miss,9.441247,6.191563,1.694258,0,17.327068,0
2857,hit,0,6.503076,0,6.503076,0,0
12840,miss,13.252611,7.179971,2.083362,0,22.515943999999998,0
14996,hit,0,5.797,0,5.797,0,0
34410,miss,234.507429,9.615186,1.511169,0,245.633784,0
9726,miss,14.653397,7.424987,1.919605,0,23.997989,0
32083,soft-hit,9.317386,5.698367,1.506042,16.521795,0,true
29936,hit,0,6.899646,0,6.899646,0,0
16948,soft-hit,17.937474,6.646837,2.278449,26.86276,0,false
721,miss,10.212598,5.370642,1.465088,0,17.048327999999998,0
33418,soft-hit,15.085442,6.330147,1.979091,23.39468,0,false
6979,miss,8.75505,8.729342,1.475322,0,18.959714,0
721,hit,0,8.466209,0,8.466209,0,0
31418,miss,16.771767,8.384035,2.268015,0,27.423817,0
34397,hit,0,8.929742,0,8.929742,0,0
9746,miss,9.717238,6.835661,1.575947,0,18.128846,0
16377,miss,11.998709,5.577267,1.800064,0,19.37604,0
16377,hit,0,5.512893,0,5.512893,0,0
25113,miss,8.091303,7.597538,1.527428,0,17.216269,0
4095,hit,0,7.796838,0,7.796838,0,0
34397,hit,0,9.291344,0,9.291344,0,0
721,soft-hit,13.490065,8.903918,2.479922,24.873905,0,false
9189,miss,14.336922,9.665507,2.161375,0,26.163804,0
9522,soft-hit,16.353391,7.879001,2.127161,26.359553,0,false
30117,miss,8.679902,7.604852,1.571943,0,17.856697,0
17463,miss,10.227624,7.321415,1.581751,0,19.13079,0
33971,hit,0,7.688912,0,7.688912,0,0
19719,miss,38.06617,9.056011,4.424563,0,51.546744000000004,0
9746,hit,0,8.044556,0,8.044556,0,0
9522,hit,0,8.377988,0,8.377988,0,0
19719,hit,0,9.336248,0,9.336248,0,0
8620,miss,9.73179,8.920343,1.614721,0,20.266854000000002,0
35470,miss,9.206221,7.745248,1.555502,0,18.506971,0
19782,hit,0,8.14422,0,8.14422,0,0
21475,miss,10.350303,7.850773,2.212587,0,20.413663,0
7069,miss,11.551488,9.208782,2.868482,0,23.628752,0
6626,miss,11.023158,9.078441,2.785546,0,22.887145,0
26366,hit,0,7.853701,0,7.853701,0,0
32888,hit,0,8.528719,0,8.528719,0,0
29987,miss,11.083319,7.761735,2.383404,0,21.228458,0
32888,hit,0,9.256151,0,9.256151,0,0
34161,miss,9.028128,8.303903,1.837264,0,19.169294999999998,0
33011,miss,9.235109,7.272712,1.658467,0,18.166288,0
1351,miss,9.292045,8.608595,1.754612,0,19.655251999999997,0
19392,miss,13.20848,9.147642,2.800036,0,25.156157999999998,0
16377,hit,0,8.870268,0,8.870268,0,0
31086,miss,9.099493,8.188799,1.793599,0,19.081891,0
6367,miss,12.612866,8.79258,2.035147,0,23.440593,0
5394,miss,9.541302,7.147811,1.754691,0,18.443804,0
34397,hit,0,6.419637,0,6.419637,0,0
33728,miss,13.34621,7.818365,2.04798,0,23.212555,0
2561,soft-hit,14.171571,7.837568,2.341063,24.350202,0,true
13138,miss,9.97163,8.31072,1.831,0,20.113349999999997,0
8620,soft-hit,10.921433,8.166912,1.916362,21.004707,0,true
30736,miss,10.433148,11.429445,1.844625,0,23.707217999999997,0
31086,hit,0,6.802343,0,6.802343,0,0
19719,hit,0,7.470933,0,7.470933,0,0
29826,miss,9.862509,8.862699,1.776886,0,20.502094,0
32779,miss,9.570281,7.067734,2.489097,0,19.127111999999997,0
12148,miss,10.326829,7.19001,1.840411,0,19.35725,0
6533,miss,16.054995,9.126497,2.47512,0,27.656612000000003,0
12387,soft-hit,8.956882,7.879496,1.827127,18.663505,0,true
4095,hit,0,7.521464,0,7.521464,0,0
6556,soft-hit,13.329622,8.14924,2.174137,23.652999,0,true
3822,soft-hit,10.792701,8.189057,1.90303,20.884788,0,true
5394,hit,0,7.526487,0,7.526487,0,0
25357,miss,10.144015,6.146979,1.92602,0,18.217014,0
33728,hit,0,8.791997,0,8.791997,0,0
721,soft-hit,11.650669,8.713882,1.777466,22.142017000000003,0,true
19782,hit,0,7.539233,0,7.539233,0,0
28153,miss,10.109957,8.324617,1.941955,0,20.376528999999998,0
19345,hit,0,7.759332,0,7.759332,0,0
19392,soft-hit,10.248128,7.580349,1.801052,19.629528999999998,0,true
3914,miss,9.4094,7.402576,1.880191,0,18.692166999999998,0
22735,soft-hit,16.056236,11.24586,2.821401,30.123497,0,false
13748,miss,9.954914,7.761232,2.142614,0,19.85876,0
6367,soft-hit,8.961872,7.007008,1.834204,17.803084,0,true
30736,hit,0,7.414795,0,7.414795,0,0
10287,miss,8.934857,22.238434,1.917597,0,33.090888,0
22735,hit,0,8.482878,0,8.482878,0,0
30743,miss,12.437642,6.651448,2.361434,0,21.450524,0
4494,miss,16.449364,10.265359,3.081372,0,29.796095,0
2857,hit,0,5.453411,0,5.453411,0,0
721,hit,0,7.352576,0,7.352576,0,0
29260,miss,9.427637,7.109722,1.905023,0,18.442382000000002,0
13748,hit,0,5.638995,0,5.638995,0,0
18306,soft-hit,12.597,6.409839,2.309152,21.315990999999997,0,true
721,hit,0,6.772517,0,6.772517,0,0
10287,hit,0,7.008072,0,7.008072,0,0
17778,miss,12.216997,8.194134,2.260973,0,22.672103999999997,0
21773,miss,12.576054,8.584812,2.566321,0,23.727187,0
26648,miss,9.572756,7.971847,2.229622,0,19.774225,0
3680,miss,10.415719,68.432929,2.354142,0,81.20279,0
34039,soft-hit,23.504379,14.643285,3.850465,41.998129,0,false
6979,hit,0,6.477752,0,6.477752,0,0
10054,soft-hit,13.278851,7.346278,2.560408,23.185537,0,true
26366,soft-hit,15.161217,6.536779,2.969037,24.667033,0,false
12873,miss,12.734985,9.312321,2.355954,0,24.403260000000003,0
5394,hit,0,8.19877,0,8.19877,0,0
9163,miss,10.251467,7.35406,2.086294,0,19.691820999999997,0
8071,miss,10.027741,7.482674,2.154554,0,19.664969,0
13572,miss,9.200609,6.163013,2.104312,0,17.467934,0
14629,miss,11.97966,7.362761,2.38819,0,21.730611000000003,0
17463,soft-hit,20.606733,9.945515,3.978582,34.530829999999995,0,true
453,soft-hit,15.111599,10.829838,2.992747,28.934184000000002,0,true
32741,miss,15.697608,6.278765,2.892193,0,24.868566,0
33728,hit,0,6.16722,0,6.16722,0,0
11595,miss,10.432292,8.581599,1.990889,0,21.00478,0
35244,miss,12.434238,6.246573,2.784532,0,21.465343,0
18654,miss,32.802255,8.978281,5.734452,0,47.514988,0
453,soft-hit,13.118706,7.260155,3.031882,23.410743,0,true
1995,miss,10.006795,6.017468,2.149198,0,18.173461,0
1912,miss,13.429576,8.345943,3.117488,0,24.893007,0
23371,miss,15.136749,6.018165,2.833843,0,23.988757,0
12840,soft-hit,8.886673,6.993349,2.146757,18.026778999999998,0,true
29514,miss,9.401642,7.504548,2.572753,0,19.478943,0
19782,hit,0,7.958345,0,7.958345,0,0
28020,miss,12.901892,10.990092,2.556903,0,26.448887,0
1455,soft-hit,10.491435,6.214744,2.202147,18.908326,0,true
4095,hit,0,5.98598,0,5.98598,0,0
12873,hit,0,8.610459,0,8.610459,0,0
31102,miss,16.324515,8.253504,2.999262,0,27.577281,0
24200,miss,10.229322,5.964633,2.180849,0,18.374803999999997,0
21773,hit,0,7.057775,0,7.057775,0,0
6367,soft-hit,15.708018,8.006752,3.094877,26.809647,0,false
13572,hit,0,6.091203,0,6.091203,0,0
17463,soft-hit,23.635704,6.276796,4.345821,34.258321,0,false
496,miss,20.238114,7.580342,4.362336,0,32.180792,0
10287,hit,0,6.075571,0,6.075571,0,0
36241,miss,10.03541,7.432342,2.180516,0,19.648268,0
21345,miss,9.839948,7.049409,2.620697,0,19.510054,0
14811,miss,12.012738,69.157739,2.575143,0,83.74562,0
31102,hit,0,7.921112,0,7.921112,0,0
22764,miss,17.282168,97.390916,3.3077,0,117.980784,0
9522,soft-hit,10.648926,7.523602,2.298692,20.47122,0,true
30707,miss,26.681177,10.44349,4.476674,0,41.601341000000005,0
10490,miss,10.704011,69.923848,2.343966,0,82.971825,0
5706,miss,15.418848,7.439685,3.418824,0,26.277357000000002,0
721,soft-hit,11.780073,7.95732,2.296465,22.033858000000002,0,true
32741,hit,0,6.542734,0,6.542734,0,0
23203,miss,12.441535,6.304261,2.729223,0,21.475019000000003,0
29596,miss,9.399249,5.526089,2.105313,0,17.030651,0
7598,miss,11.126114,6.487629,2.668515,0,20.282258,0
1581,miss,9.066997,13.1405,2.222823,0,24.430320000000002,0
299,miss,12.514015,8.554899,2.684579,0,23.753493,0
16622,soft-hit,9.050944,5.512044,2.134095,16.697083,0,true
803,miss,13.59695,5.716637,3.187521,0,22.501108000000002,0
32069,soft-hit,9.206086,6.581988,2.095576,17.883650000000003,0,true
15574,soft-hit,12.735342,7.401092,2.574738,22.711171999999998,0,true
3680,hit,0,69.100196,0,69.100196,0,0
30736,hit,0,6.767069,0,6.767069,0,0
30743,soft-hit,10.453392,6.012062,2.31316,18.778613999999997,0,true
26371,miss,9.769429,6.181268,2.252394,0,18.203091,0
22735,hit,0,8.861789,0,8.861789,0,0
18784,miss,12.774525,4.529421,2.559975,0,19.863921,0
22305,miss,10.295453,13.766539,2.532467,0,26.594459,0
16771,miss,11.326733,5.118033,2.591145,0,19.035911,0
16143,miss,13.585319,5.78124,2.834636,0,22.201195,0
15538,soft-hit,10.656951,6.16985,2.29301,19.119811,0,true
18306,hit,0,6.094788,0,6.094788,0,0
19782,hit,0,6.729359,0,6.729359,0,0
5766,miss,13.814267,7.827344,4.526046,0,26.167657,0
1160,miss,12.676522,6.65459,2.916691,0,22.247802999999998,0
14811,hit,0,68.369071,0,68.369071,0,0
364,miss,11.595973,7.857489,2.352161,0,21.805623,0
32634,miss,10.067478,8.872244,2.472844,0,21.412565999999998,0
16143,hit,0,5.966169,0,5.966169,0,0
18648,soft-hit,16.977239,6.385903,3.536597,26.899739,0,true
364,hit,0,7.099564,0,7.099564,0,0
19719,hit,0,6.451465,0,6.451465,0,0
299,hit,0,8.488547,0,8.488547,0,0
16142,miss,13.248957,5.164744,2.823636,0,21.237337,0
12873,hit,0,7.956111,0,7.956111,0,0
9939,miss,9.425139,5.139723,2.306413,0,16.871275,0
26475,miss,149.333072,7.302229,4.007792,0,160.643093,0
1704,miss,37.731382,8.590648,6.779432,0,53.101462000000005,0
31086,hit,0,6.459829,0,6.459829,0,0
4178,miss,10.094766,6.422554,2.370201,0,18.887521,0
10285,miss,10.322757,9.472945,2.919088,0,22.71479,0
14813,miss,14.350242,6.14612,3.532674,0,24.029035999999998,0
6533,hit,0,9.298793,0,9.298793,0,0
22305,hit,0,5.387657,0,5.387657,0,0
12840,hit,0,8.010661,0,8.010661,0,0
36348,soft-hit,17.688953,6.546501,3.834147,28.069601000000002,0,true
13471,miss,9.944553,7.461696,2.675397,0,20.081646,0
4095,soft-hit,12.505734,8.247972,3.021464,23.775170000000003,0,false
31418,soft-hit,22.761614,7.696433,4.484582,34.942629,0,false
25357,soft-hit,16.174379,9.292221,3.580166,29.046765999999998,0,false
4095,hit,0,7.438291,0,7.438291,0,0
721,hit,0,7.15689,0,7.15689,0,0
16622,soft-hit,19.898442,27.900886,4.567842,52.36717,0,false
4494,soft-hit,13.102701,9.673929,3.650702,26.427332,0,true
2124,soft-hit,9.170896,4.621384,3.139217,16.931497,0,true
5692,soft-hit,15.821902,5.116229,3.045169,23.9833,0,true
34039,soft-hit,14.62019,6.79158,3.74209,25.15386,0,true
16920,miss,7.979908,12.841874,2.266632,0,23.088414,0
18784,soft-hit,11.369444,6.527932,2.902367,20.799743,0,false
34912,miss,11.580276,8.667791,2.927658,0,23.175725,0
4095,hit,0,8.41041,0,8.41041,0,0
32816,miss,9.574226,13.548488,2.506304,0,25.629018,0
15538,hit,0,6.303237,0,6.303237,0,0
34084,miss,10.212176,6.573345,2.51471,0,19.300231,0
1085,miss,12.773698,7.524039,3.064837,0,23.362574,0
14811,soft-hit,15.506486,74.917874,3.533774,93.95813399999999,0,false
16948,soft-hit,22.547838,6.762605,4.790248,34.100691,0,false
30117,soft-hit,9.775568,7.193177,2.524832,19.493577000000002,0,true
22549,miss,17.967491,9.052495,4.141337,0,31.161323,0
6029,miss,16.144858,10.3339,3.557139,0,30.035897,0
15574,soft-hit,10.459108,7.620125,2.685079,20.764312,0,true
28278,miss,27.416021,78.594413,7.3567,0,113.36713400000001,0
5704,miss,13.808464,8.576754,3.256047,0,25.641265,0
16142,hit,0,13.936736,0,13.936736,0,0
9189,soft-hit,10.378093,6.679323,2.543218,19.600634,0,true
22979,miss,12.121914,6.458127,4.681706,0,23.261747,0
34410,hit,0,6.806198,0,6.806198,0,0
7598,soft-hit,10.2782,6.952068,2.629111,19.859378999999997,0,true
29260,soft-hit,9.34823,5.289752,2.601552,17.239534,0,true
17467,miss,10.855998,5.694442,2.662104,0,19.212544,0
4494,hit,0,5.727008,0,5.727008,0,0
4095,soft-hit,10.275381,8.478602,2.665409,21.419392000000002,0,true
6979,soft-hit,9.276072,6.141821,2.484032,17.901925,0,true
11374,miss,8.150978,6.165902,2.538417,0,16.855297,0
9476,miss,7.280662,5.742103,2.395582,0,15.418347,0
6626,soft-hit,6.884151,5.569224,2.393663,14.847038000000001,0,true
22305,soft-hit,11.664236,13.994043,3.419671,29.07795,0,false
34084,hit,0,5.465039,0,5.465039,0,0
1581,soft-hit,13.509759,15.839399,3.545887,32.895045,0,false
4178,hit,0,6.918568,0,6.918568,0,0
580,miss,10.112905,6.472889,2.665175,0,19.250968999999998,0
3680,soft-hit,18.471361,73.294145,4.576309,96.341815,0,false
3980,miss,19.189536,10.75438,4.573153,0,34.517069,0
30736,soft-hit,11.181853,6.059217,3.214873,20.455943,0,false
22305,hit,0,14.394282,0,14.394282,0,0
35546,miss,8.841426,6.978893,2.583593,0,18.403912,0
3980,hit,0,9.901278,0,9.901278,0,0
35470,soft-hit,13.161662,4.63061,3.438126,21.230398,0,false
30707,soft-hit,25.600667,7.795239,6.537623,39.933529,0,false
9522,hit,0,5.929025,0,5.929025,0,0
12054,miss,9.645561,5.65601,2.697627,0,17.999198,0
23371,soft-hit,9.787605,5.69222,2.893299,18.373123999999997,0,true
16377,hit,0,8.159611,0,8.159611,0,0
22019,miss,10.117664,5.072322,2.741913,0,17.931899,0
8389,miss,10.174578,5.669089,2.771202,0,18.614869,0
17467,hit,0,5.200957,0,5.200957,0,0
34397,soft-hit,17.826006,8.148023,4.129957,30.103986,0,true
33850,miss,10.199389,13.127853,2.768439,0,26.095681,0
30696,miss,15.236547,5.779384,4.271429,0,25.28736,0
4178,hit,0,5.158544,0,5.158544,0,0
1766,soft-hit,9.999369,5.202647,3.393424,18.59544,0,true
29668,miss,40.093823,7.796691,26.170067,0,74.060581,0
31418,hit,0,7.714066,0,7.714066,0,0
25113,soft-hit,12.032499,7.058441,3.449354,22.540294,0,true
2836,soft-hit,14.375211,5.858191,3.371628,23.60503,0,true
33418,soft-hit,25.099778,7.602442,5.632756,38.334976,0,true
1581,hit,0,13.839274,0,13.839274,0,0
3328,miss,15.462057,5.84915,3.877664,0,25.188871,0
21672,miss,13.361518,5.839438,3.517886,0,22.718842000000002,0
21672,hit,0,5.787006,0,5.787006,0,0
8881,miss,10.485612,6.109157,2.805116,0,19.399884999999998,0
18648,hit,0,5.83743,0,5.83743,0,0
27259,miss,9.580664,5.823595,2.793778,0,18.198037,0
23978,miss,15.914972,8.142483,3.899489,0,27.956944,0
25113,hit,0,8.625287,0,8.625287,0,0
14813,hit,0,7.879856,0,7.879856,0,0
496,soft-hit,17.230046,7.436987,4.101428,28.768461000000002,0,true
23907,miss,9.932146,6.563892,2.889426,0,19.385464,0
3328,hit,0,8.734279,0,8.734279,0,0
13572,soft-hit,22.213138,9.087101,5.172308,36.472547000000006,0,false
10287,soft-hit,10.712215,6.639374,3.448109,20.799698,0,true
20532,miss,9.926405,6.712823,2.887005,0,19.526233,0
16622,hit,0,6.079178,0,6.079178,0,0
34618,miss,14.971717,5.889082,3.894037,0,24.754835999999997,0
3328,hit,0,5.726441,0,5.726441,0,0
26475,soft-hit,20.12598,10.876173,5.17935,36.181503,0,true
26697,soft-hit,19.669518,6.619389,4.805576,31.094483,0,true
12813,hit,0,5.40831,0,5.40831,0,0
1766,hit,0,4.398837,0,4.398837,0,0
35470,hit,0,6.819395,0,6.819395,0,0
14451,soft-hit,16.348747,5.949483,4.113615,26.411845,0,true
32083,soft-hit,12.562503,6.786661,3.382835,22.731999,0,true
11383,soft-hit,9.734692,4.915685,2.976948,17.627325,0,true
32774,miss,17.765826,10.221726,4.745723,0,32.733275,0
12108,miss,17.931852,9.355803,4.043121,0,31.330776,0
11660,miss,20.370389,8.063508,5.137102,0,33.570999,0
1581,soft-hit,17.800874,14.438072,4.714346,36.953292000000005,0,false
14246,miss,18.398872,8.831394,4.973636,0,32.203902,0
26265,miss,25.387621,7.213343,6.571533,0,39.172497,0
10287,hit,0,5.771565,0,5.771565,0,0
14451,hit,0,6.460429,0,6.460429,0,0
3718,miss,9.846872,12.478731,3.172735,0,25.498337999999997,0
13572,hit,0,6.752929,0,6.752929,0,0
29987,soft-hit,12.213862,5.680423,3.625967,21.520252,0,true
29864,soft-hit,14.634929,6.991765,4.157147,25.783841,0,true
14813,hit,0,5.421744,0,5.421744,0,0
11660,hit,0,7.707155,0,7.707155,0,0
30250,soft-hit,11.969287,6.291459,3.467207,21.727953,0,true
18784,soft-hit,21.569397,7.937096,5.908421,35.414913999999996,0,false
25223,soft-hit,15.345726,8.282363,4.173155,27.801244000000004,0,true
16142,hit,0,12.288019,0,12.288019,0,0
18131,miss,15.313393,6.072474,4.106543,0,25.49241,0
4095,hit,0,5.386029,0,5.386029,0,0
33728,soft-hit,12.436458,5.622031,3.492477,21.550966000000003,0,true
35397,miss,12.361928,7.235221,3.633548,0,23.230697,0
30134,soft-hit,12.456828,7.089288,3.691699,23.237814999999998,0,true
3822,soft-hit,9.942206,27.608807,3.051211,40.602224,0,true
22282,miss,10.937342,5.073597,3.551967,0,19.562905999999998,0
33418,soft-hit,17.116669,7.011777,5.257511,29.385957,0,true
35756,soft-hit,20.8467,14.897882,5.884684,41.629266,0,true
1085,soft-hit,19.553192,8.169949,5.578775,33.301916,0,false
8389,soft-hit,13.722945,5.905386,4.073378,23.701709,0,false
13512,miss,14.54397,6.001894,4.200384,0,24.746248,0
16701,miss,14.612563,5.668902,4.204407,0,24.485872,0
5394,soft-hit,9.509613,4.88665,2.994202,17.390465,0,true
3328,soft-hit,12.525862,5.991144,3.596916,22.113922000000002,0,true
34084,soft-hit,10.200149,5.046263,2.992999,18.239411,0,true
28393,miss,10.067733,5.602369,3.073279,0,18.743381,0
20718,soft-hit,9.20737,5.846645,2.842611,17.896625999999998,0,true
19719,hit,0,5.518731,0,5.518731,0,0
11835,miss,12.708792,7.814721,3.72455,0,24.248063000000002,0
31102,soft-hit,12.958007,6.998427,3.901854,23.858288,0,true
11315,miss,14.061268,5.857047,4.023071,0,23.941386,0
3822,hit,0,6.997701,0,6.997701,0,0
1766,hit,0,4.714167,0,4.714167,0,0
21773,soft-hit,12.232752,4.540707,3.694832,20.468291,0,true
5997,soft-hit,13.329269,5.889182,3.804659,23.02311,0,true
29260,soft-hit,13.431118,6.243035,4.20521,23.879362999999998,0,true
2836,hit,0,6.176949,0,6.176949,0,0
1023,soft-hit,10.274061,7.681248,3.211486,21.166795,0,true
35546,soft-hit,12.148567,5.266161,3.612362,21.02709,0,false
32634,soft-hit,13.818965,7.687628,3.905466,25.412059,0,false
7366,miss,21.529414,6.665166,5.792059,0,33.986639,0
34772,miss,12.780031,7.746989,4.212096,0,24.739116,0
31418,hit,0,7.05955,0,7.05955,0,0
17467,hit,0,5.742742,0,5.742742,0,0
11374,soft-hit,17.3349,7.770324,4.624091,29.729315,0,false
8071,soft-hit,10.150552,5.141444,3.202798,18.494794,0,true
12141,miss,13.164656,5.506978,3.868217,0,22.539851,0
13073,miss,9.890563,5.487382,3.100226,0,18.478171,0
11660,hit,0,7.413312,0,7.413312,0,0
11374,hit,0,6.971135,0,6.971135,0,0
24200,hit,0,5.096388,0,5.096388,0,0
32818,miss,22.938761,7.167846,5.876327,0,35.982934,0
3914,soft-hit,13.625784,7.190458,3.859631,24.675873,0,true
7432,soft-hit,10.074782,5.604515,3.180718,18.860015,0,true
16701,hit,0,5.811711,0,5.811711,0,0
7598,soft-hit,16.034702,6.964952,5.823461,28.823115,0,false
32741,soft-hit,22.794625,10.44371,6.77199,40.010324999999995,0,false
2836,hit,0,6.544483,0,6.544483,0,0
4095,hit,0,4.928111,0,4.928111,0,0
23907,soft-hit,12.906407,6.074111,3.96456,22.945078000000002,0,true
5131,miss,9.582906,5.245743,3.071299,0,17.899948000000002,0
27323,soft-hit,9.747917,4.967734,3.051614,17.767265000000002,0,true
