Querier,Cache log,Generation Time,Execution Time
Querier,Cache log,Generation Time,Execution Time
Querier,Cache log,Generation Time,Execution Time
22235,miss,513.026264,28.87699
21396,miss,124.157721,48.0087
28513,miss,123.680196,21.329268
34380,miss,136.261225,29.547925
11858,miss,103.934443,17.1811
29826,miss,78.9011,29.040382
34058,miss,75.184481,26.573284
7069,miss,96.723781,13.970511
16142,miss,96.928879,16.757132
14068,miss,97.178088,22.784707
31408,miss,73.85446,19.503358
35244,miss,95.374874,20.849216
16143,miss,96.783444,23.508955
6533,miss,92.955045,36.442651
14525,miss,94.217907,10.473721
20239,miss,101.327095,14.309151
31943,miss,91.558761,30.059563
19345,miss,93.875717,48.39793
32774,miss,92.225933,17.478964
33418,miss,93.702805,16.446393
35240,miss,71.62192,13.902311
17798,miss,92.827649,15.382081
16622,miss,99.491871,16.672062
22979,miss,99.059187,15.516074
25357,miss,111.808497,50.326035
30117,miss,93.26505,17.38635
13944,miss,101.644079,15.366465
19684,miss,91.403417,13.054469
12813,miss,91.570442,17.890137
1267,miss,90.002948,9.624704
6824,miss,90.974125,19.617638
11043,miss,89.468624,13.505031
7802,miss,87.17898,37.863414
34647,miss,90.360867,33.512845
16662,miss,86.399762,119.378665
14811,miss,88.034343,46.754579
36241,miss,87.201739,17.094228
28278,miss,87.986709,154.290053
12054,miss,90.953594,12.004436
29596,miss,87.304564,11.422119
5704,miss,95.4467,39.760584
32603,miss,93.238568,15.877268
3476,miss,90.584385,28.819036
32069,miss,88.664394,11.631924
3756,miss,92.039598,16.894022
11660,miss,92.655176,40.148482
9476,miss,89.645967,29.170434
28878,miss,90.801025,17.327123
36401,miss,87.532329,222.586004
11629,miss,84.945971,51.541731
3476,soft-hit,90.616126,26.346451
13073,miss,90.087045,69.32096
9868,miss,90.298609,97.094866
3980,miss,89.391396,14.562354
33728,miss,89.951371,16.711453
29699,miss,92.836563,15.256202
11221,miss,95.965626,17.222077
10490,miss,89.858264,28.023049
36401,soft-hit,87.744861,190.83835
18654,miss,95.407077,25.891137
17798,soft-hit,88.086053,15.081217
21475,miss,89.26647,31.674115
35836,miss,90.081235,17.160841
8389,miss,91.74478,28.051271
177,miss,88.920189,15.700103
26994,miss,89.346815,11.721392
32888,miss,91.300072,15.745488
7598,miss,86.126419,15.298305
13073,soft-hit,91.043378,70.556075
28335,miss,91.003333,16.532925
16228,miss,87.664611,49.966636
20667,miss,88.365898,46.921467
33733,miss,88.246202,54.411287
13024,miss,89.140241,17.821578
17064,miss,89.75751,26.976184
12148,miss,94.0173,14.462291
11374,miss,88.766417,22.808797
14312,miss,88.78761,31.575988
33728,soft-hit,88.660233,15.573999
21773,miss,90.247855,14.473847
19782,miss,88.56258,16.947296
19392,miss,96.836403,21.072603
36254,miss,89.596729,17.979214
10054,miss,72.403531,20.673647
25956,miss,90.489688,22.101642
30696,miss,79.4868,42.153562
5833,miss,88.858142,37.412667
4465,miss,88.469238,20.407142
30707,miss,91.116639,20.171147
13708,miss,88.158942,22.81959
34058,soft-hit,89.556193,27.488777
10283,miss,88.400016,16.776522
14601,miss,89.696156,21.942919
14629,miss,95.07513,21.961753
34647,soft-hit,89.146822,28.49205
34380,soft-hit,88.967544,28.061906
15574,miss,88.438917,13.691296
3914,miss,88.118784,14.784459
26484,miss,89.265869,21.984205
31943,soft-hit,90.529025,30.920401
803,miss,89.400342,16.960158
3476,soft-hit,87.572414,24.67451
36241,soft-hit,87.265542,17.589446
2836,miss,87.776739,20.358358
7880,miss,87.603556,21.422331
22019,miss,91.92157,16.495963
1351,miss,89.034627,13.611599
5766,miss,82.492904,18.252348
25113,miss,88.192421,14.778811
34161,miss,88.825473,25.368647
1267,soft-hit,94.238296,33.43805
803,soft-hit,88.81349,18.879776
8197,miss,94.23333,27.282458
34679,miss,93.689855,11.492754
36241,soft-hit,88.546986,20.161415
35689,miss,92.910182,16.456809
26171,miss,85.655503,25.505342
29540,miss,88.850989,16.315349
17196,miss,85.410313,205.604756
17225,miss,86.258864,14.573448
6029,miss,86.770621,13.880493
13824,miss,89.1709,38.539073
14813,miss,94.771446,11.85982
35546,miss,85.768943,11.503764
11595,miss,87.272296,13.609963
4889,miss,84.258475,21.787298
27323,miss,86.112542,50.553976
20718,miss,85.469012,21.375694
16749,miss,86.170776,17.612057
32774,soft-hit,86.772939,14.688844
28878,soft-hit,86.038924,15.33981
28194,miss,87.607515,18.532896
21741,miss,88.629214,394.513064
17463,miss,91.664743,13.79598
33049,miss,85.015135,26.138316
10490,soft-hit,94.56475,88.564085
453,miss,94.589519,19.481492
32779,miss,87.091284,20.125057
19719,miss,92.918971,12.870521
33728,soft-hit,87.736193,13.936382
16228,soft-hit,87.842583,47.853169
29864,miss,88.79768,12.16735
26994,soft-hit,89.357779,13.555766
19744,miss,88.583699,12.210377
35302,miss,87.678708,50.50117
8620,miss,88.073437,13.671177
36348,miss,89.800453,12.001582
9746,miss,88.249597,47.595604
18648,miss,94.451105,15.79891
11315,miss,89.70449,13.511371
30117,soft-hit,86.756311,15.21467
29514,miss,87.439054,54.027151
26475,miss,86.727706,38.118303
28153,miss,138.562069,42.456826
19101,miss,84.205186,67.815395
6824,soft-hit,85.27098,16.710065
1085,miss,85.565988,11.504859
31342,miss,124.877473,15.40962
32913,miss,89.479519,15.219163
5704,soft-hit,84.32316,36.064957
33049,soft-hit,85.741193,28.385773
14601,soft-hit,86.054825,21.074019
17225,soft-hit,86.771519,10.758791
34280,miss,86.608645,13.331292
26718,miss,91.494461,14.146259
13824,soft-hit,86.452624,13.054418
16701,miss,91.389637,13.914447
26096,miss,87.407907,37.991159
9522,miss,94.276904,52.941909
36348,soft-hit,86.457822,12.014765
14629,hit,0,23.243074
