Querier,Cache log,Generation Time,Execution Time
Querier,Cache log,Generation Time,Execution Time
Querier,Cache log,Generation Time,Execution Time
177,miss,464.531814,17.673632
177,miss,10.752322,7.526561
177,miss,9.130374,6.854088
177,miss,8.144094,6.17989
177,miss,8.104646,5.774282
177,miss,6.94402,5.301445
177,miss,7.975944,5.321915
177,miss,7.72741,4.628661
177,miss,7.462441,5.097527
177,miss,7.862062,6.611402
177,miss,7.036387,5.730465
177,miss,7.327102,7.386433
177,miss,6.314184,8.239893
177,miss,7.076132,5.878949
177,miss,8.257319,6.759854
177,miss,7.749369,4.671405
177,miss,7.553158,4.758653
177,miss,7.502516,6.364721
177,miss,7.302171,7.100171
177,miss,7.801608,5.474213
177,miss,6.595596,6.586729
177,miss,7.821531,5.555742
177,miss,6.678321,5.342732
177,miss,7.753787,7.143339
177,miss,7.424532,6.359449
177,miss,8.203298,5.271719
177,miss,7.822554,6.544449
177,miss,8.247296,6.532237
177,miss,8.635753,9.580942
177,miss,7.56361,6.417944
177,miss,8.619518,5.112189
177,miss,8.274019,5.303416
177,miss,7.701098,5.583857
177,miss,8.307335,5.679724
177,miss,8.750304,30.902888
177,miss,7.920235,7.887331
177,miss,8.041506,5.64942
177,miss,6.760071,6.977031
177,miss,9.207907,7.383374
177,miss,8.349056,8.349328
177,miss,6.851079,8.184007
177,miss,7.313355,7.783202
177,miss,7.275527,5.971742
177,miss,6.764859,6.46885
177,miss,6.822745,6.054321
177,miss,6.024315,5.90815
177,miss,7.349284,6.789943
177,miss,6.644303,6.575761
177,miss,7.242927,6.573784
177,miss,8.798067,6.300744
177,miss,7.73033,5.655528
177,miss,6.945058,5.775387
177,miss,6.81817,6.715466
177,miss,6.505434,6.789077
Querier,Cache log,Generation Time,Execution Time
Querier,Cache log,Generation Time,Execution Time
Querier,Cache log,Generation Time,Execution Time
3328,miss,331.160123,17.350259
22764,miss,13.374342,73.238442
12775,miss,11.044206,8.421361
21672,miss,10.744781,5.590985
20718,miss,9.614766,6.085772
29668,miss,13.073855,5.29139
6824,miss,13.273049,6.485374
26265,miss,12.354928,8.630289
11835,miss,12.258817,6.872388
24200,miss,13.743052,5.919823
4167,miss,16.77811,6.87476
29260,miss,12.268312,4.858729
14930,miss,8.993204,6.23719
5766,miss,9.159332,5.969162
36348,miss,8.964341,27.48438
7208,miss,11.160167,6.948871
5704,miss,9.717132,8.336068
24802,miss,14.259824,8.647845
29668,soft-hit,10.451319,7.809466
10479,miss,13.62681,8.204508
4167,soft-hit,15.54896,8.21377
9939,miss,15.352426,7.940784
12775,soft-hit,10.559818,7.312492
6650,miss,11.843643,6.607578
22549,miss,10.391079,7.756355
2045,miss,9.452999,5.824111
6824,soft-hit,11.944858,8.083386
6824,soft-hit,14.492101,6.974721
6029,miss,8.330548,7.148179
34679,miss,11.241449,7.771369
10054,miss,16.68427,8.064548
34772,miss,10.929835,7.617251
3980,miss,13.01768,8.627008
15088,miss,10.105633,5.661072
5766,soft-hit,12.317953,7.469291
7069,miss,10.178198,6.084762
9375,miss,10.76337,6.110647
36241,miss,9.037441,6.428899
26475,miss,9.795824,9.233857
12387,miss,10.333192,6.563497
7208,soft-hit,10.550156,8.568768
8620,miss,8.408639,5.287995
6824,soft-hit,11.48034,7.04003
9746,miss,10.923811,11.75196
9726,miss,9.56567,6.549382
6556,miss,9.475555,7.828415
6516,miss,16.8615,7.747302
26710,miss,12.816713,7.595706
13824,miss,12.449095,10.532957
11650,miss,12.312481,7.542348
1267,miss,11.952791,7.642522
18654,miss,14.095664,6.763376
11383,miss,8.502279,6.194558
17196,miss,8.552092,7.732237
10479,soft-hit,12.278751,6.682237
12874,miss,11.471978,8.606658
11383,soft-hit,8.107499,8.432117
19719,miss,19.07283,7.533067
8197,miss,8.201096,4.808856
18648,miss,10.952999,6.247021
9375,soft-hit,7.026825,6.278389
29826,miss,7.890653,5.498629
12813,miss,7.160742,7.005712
1545,miss,7.214912,7.487903
12487,miss,10.63078,6.394681
12487,soft-hit,10.030379,7.223454
32818,miss,7.103966,7.710385
22764,soft-hit,9.520979,101.60989
11315,miss,11.581194,8.161392
20532,miss,12.223388,5.577925
7069,soft-hit,10.086832,6.729779
34397,miss,13.146934,7.382229
12148,miss,13.174475,7.428641
32741,miss,10.054159,5.784928
34058,miss,13.058335,6.640325
22764,soft-hit,9.992132,70.757628
32741,hit,0,5.978906
24514,miss,12.31307,6.28051
9163,miss,9.906084,5.598669
24802,soft-hit,14.489607,6.808317
7598,miss,8.982642,6.188572
8389,miss,8.96948,5.758067
12054,miss,8.561175,5.163765
14811,miss,10.2848,75.591726
31102,miss,12.086606,6.487097
9726,hit,0,5.439433
8197,soft-hit,9.552889,5.765118
16607,miss,14.706004,8.38112
5997,miss,9.655568,6.793771
12840,miss,9.525078,7.855408
17196,soft-hit,9.135941,8.206749
36348,soft-hit,9.350821,5.975629
16622,miss,12.839396,6.75518
16142,miss,9.201176,6.896571
34912,miss,13.147031,8.130703
16142,hit,0,7.504627
17956,miss,10.02091,6.968468
1581,miss,10.392206,7.318182
6650,soft-hit,11.004333,7.116675
299,miss,9.612639,10.263476
4331,miss,10.2225,7.679801
5997,hit,0,7.829915
17463,miss,27.884238,13.970775
4331,hit,0,8.225635
6367,miss,14.065741,10.217461
17064,miss,12.753238,8.679011
803,miss,13.434931,7.996384
3822,miss,10.33409,6.685896
4095,miss,13.50747,7.452789
8071,miss,9.831397,6.603734
34039,miss,19.587239,9.924577
428,miss,12.361593,7.693398
1455,miss,11.466152,7.850994
1995,miss,9.738517,14.611084
12054,hit,0,8.772861
34772,soft-hit,12.165735,8.521719
9163,soft-hit,25.30138,7.471076
1581,soft-hit,12.251622,8.376116
