Querier,No. of Policies,Cache log,Generation Time,Execution Time,Policy Retrieval Time,Hit Total Time,Miss Total Time,Deletion Flag
Querier,No. of Policies,Cache log,Generation Time,Execution Time,Policy Retrieval Time,Hit Total Time,Miss Total Time,Deletion Flag
Querier,No. of Policies,Cache log,Generation Time,Execution Time,Policy Retrieval Time,Hit Total Time,Miss Total Time,Deletion Flag
Querier,No. of Policies,Cache log,Generation Time,Execution Time,Policy Retrieval Time,Hit Total Time,Miss Total Time,Deletion Flag
Querier,No. of Policies,Cache log,Generation Time,Execution Time,Policy Retrieval Time,Hit Total Time,Miss Total Time,Deletion Flag
Querier,No. of Policies,Cache log,Generation Time,Execution Time,Policy Retrieval Time,Hit Total Time,Miss Total Time,Deletion Flag
Querier,No. of Policies,Cache log,Generation Time,Execution Time,Policy Retrieval Time,Hit Total Time,Miss Total Time,Deletion Flag
7327,10,miss,540.668167,41.037615,52.168631,0,633.874413,0
7327,10,miss,122.964188,51.727743,50.070412,0,224.762343,0
7327,10,miss,124.296538,13.625774,49.001086,0,186.923398,0
7327,10,miss,108.900499,17.235386,48.375337,0,174.511222,0
7327,10,miss,106.804174,17.38704,50.022955,0,174.21416900000003,0
7327,10,miss,109.655119,12.194802,50.190327,0,172.04024800000002,0
7327,10,miss,83.055353,8.193262,49.449784,0,140.698399,0
7327,10,miss,76.45016,8.353038,48.295231,0,133.098429,0
7327,10,miss,110.5216,7.181838,86.865637,0,204.569075,0
7327,10,miss,86.577507,22.430184,48.824935,0,157.832626,0
7327,10,miss,92.889456,10.496505,48.738945,0,152.124906,0
7327,10,miss,97.106158,10.809823,49.331639,0,157.24761999999998,0
7327,10,miss,97.516341,26.848194,49.879299,0,174.243834,0
7327,10,miss,94.82626,13.478301,49.488545,0,157.79310600000002,0
7327,10,miss,103.882976,27.504604,51.809274,0,183.196854,0
7327,10,miss,77.365375,9.278502,49.82124,0,136.46511700000002,0
7327,10,miss,95.937855,17.358546,49.396167,0,162.692568,0
7327,10,miss,99.740336,11.40512,50.564846,0,161.710302,0
7327,10,miss,96.875837,9.346495,49.583481,0,155.805813,0
7327,10,miss,94.264411,10.368096,49.544904,0,154.177411,0
7327,10,miss,94.104944,10.891503,50.754339,0,155.750786,0
7327,10,miss,92.181658,35.978185,50.505405,0,178.66524800000002,0
7327,10,miss,93.962808,8.960741,50.046408,0,152.969957,0
7327,10,miss,94.671906,14.953874,50.688397,0,160.31417700000003,0
7327,10,miss,95.269499,9.765298,50.615057,0,155.649854,0
7327,10,miss,95.423606,9.73368,49.664089,0,154.821375,0
7327,10,miss,95.386429,20.781083,50.129142,0,166.296654,0
7327,10,miss,73.381874,7.538293,48.651097,0,129.57126399999999,0
7327,10,miss,81.638139,10.1922,48.361025,0,140.191364,0
7327,10,miss,94.787635,11.612717,49.067247,0,155.467599,0
7327,10,miss,98.691714,10.997602,51.129731,0,160.819047,0
7327,10,miss,100.720627,11.245573,53.089496,0,165.055696,0
7327,10,miss,97.40446,10.939531,50.146824,0,158.490815,0
7327,10,miss,97.555028,33.642721,49.877767,0,181.075516,0
7327,10,miss,93.220947,10.991499,49.689688,0,153.902134,0
7327,10,miss,92.048237,9.805064,49.310088,0,151.163389,0
7327,10,miss,97.136818,9.859624,49.970311,0,156.966753,0
7327,10,miss,98.744876,19.072414,52.894158,0,170.71144800000002,0
7327,10,miss,73.387184,7.812796,49.321592,0,130.521572,0
7327,10,miss,89.225644,9.838695,49.336895,0,148.401234,0
7327,10,miss,88.712899,25.399303,50.398755,0,164.510957,0
7327,10,miss,94.915751,18.886571,50.529444,0,164.33176600000002,0
7327,10,miss,120.809967,20.744775,50.062833,0,191.617575,0
7327,10,miss,89.784144,9.501524,49.223697,0,148.509365,0
7327,10,miss,89.276253,12.890447,49.656365,0,151.82306499999999,0
7327,10,miss,87.59178,27.843895,50.190465,0,165.62614000000002,0
7327,10,miss,90.26302,21.59187,49.964509,0,161.81939899999998,0
7327,10,miss,88.285049,8.619439,49.664211,0,146.568699,0
7327,10,miss,90.050578,8.493531,50.9342,0,149.478309,0
7327,10,miss,90.45822,8.015129,50.146996,0,148.620345,0
7327,10,miss,87.650853,13.851084,51.688318,0,153.19025499999998,0
7327,10,miss,87.713043,9.330672,51.082181,0,148.125896,0
7327,10,miss,86.55462,15.458539,49.762061,0,151.77522,0
7327,10,miss,87.054085,9.670018,50.918906,0,147.643009,0
7327,10,miss,85.704334,14.810286,49.69288,0,150.2075,0
7327,10,miss,85.67251,9.120069,49.76142,0,144.553999,0
7327,10,miss,86.741919,9.441987,50.808005,0,146.991911,0
7327,10,miss,90.239888,21.097485,49.688983,0,161.026356,0
7327,10,miss,89.440557,11.188656,51.537067,0,152.16628,0
7327,10,miss,88.599548,9.665979,50.036481,0,148.302008,0
7327,10,miss,92.255713,9.815178,51.169494,0,153.240385,0
7327,10,miss,89.917515,10.058544,50.803095,0,150.779154,0
7327,10,miss,76.042603,6.977331,51.382926,0,134.40286,0
7327,10,miss,95.9859,17.519439,50.129671,0,163.63501000000002,0
7327,10,miss,95.962613,22.017531,51.830178,0,169.81032199999999,0
7327,10,miss,83.47689,10.151606,52.644865,0,146.273361,0
7327,10,miss,92.278359,12.275949,50.78768,0,155.34198800000001,0
7327,10,miss,98.270772,29.77769,52.373174,0,180.42163599999998,0
7327,10,miss,94.996915,11.409482,50.537297,0,156.943694,0
7327,10,miss,96.311279,11.516049,51.806409,0,159.633737,0
7327,10,miss,99.562812,12.706763,53.959924,0,166.22949899999998,0
7327,10,miss,100.071339,17.50943,56.161477,0,173.742246,0
7327,10,miss,94.138417,11.039737,50.704175,0,155.882329,0
7327,10,miss,97.482846,19.628021,52.000765,0,169.111632,0
7327,10,miss,94.081762,11.029249,50.478164,0,155.589175,0
7327,10,miss,99.623847,13.476196,52.261647,0,165.36169,0
7327,10,miss,99.319946,9.718929,51.234246,0,160.273121,0
7327,10,miss,97.49844,10.612325,51.968658,0,160.079423,0
7327,10,miss,95.929261,21.394166,50.440425,0,167.76385199999999,0
7327,10,miss,95.623914,25.106677,52.19726,0,172.927851,0
7327,10,miss,84.186925,18.666473,51.607671,0,154.461069,0
7327,10,miss,94.648697,13.171902,50.027438,0,157.84803699999998,0
7327,10,miss,94.641998,18.793998,52.444778,0,165.880774,0
7327,10,miss,96.606074,19.510614,52.022986,0,168.139674,0
7327,10,miss,94.58516,22.180505,52.882085,0,169.64775,0
7327,10,miss,98.147465,20.401232,52.486569,0,171.03526599999998,0
7327,10,miss,93.380758,11.140032,50.841746,0,155.362536,0
7327,10,miss,98.618958,10.432214,52.654749,0,161.70592100000002,0
7327,10,miss,93.830794,10.143596,51.409725,0,155.384115,0
7327,10,miss,97.490531,12.250525,52.483215,0,162.224271,0
7327,10,miss,96.129608,8.402927,53.642995,0,158.17553,0
7327,10,miss,97.403242,11.188028,52.344766,0,160.936036,0
7327,10,miss,99.028611,11.800812,51.557089,0,162.38651199999998,0
7327,10,miss,95.636652,11.287732,52.497628,0,159.422012,0
7327,10,miss,95.261263,11.116655,51.553089,0,157.931007,0
7327,10,miss,98.650524,14.804204,53.466906,0,166.921634,0
7327,10,miss,94.564823,11.00909,51.574137,0,157.14805,0
7327,10,miss,96.287141,17.840912,52.45404,0,166.582093,0
7327,10,miss,96.136006,11.802706,51.384199,0,159.322911,0
7327,10,miss,95.310062,24.517827,52.665739,0,172.493628,0
7327,10,miss,94.139288,11.323086,51.553746,0,157.01612,0
7327,10,miss,99.205505,17.177619,52.632447,0,169.01557100000002,0
7327,10,miss,96.11703,23.994248,52.483567,0,172.594845,0
7327,10,miss,79.512483,10.288126,51.666307,0,141.466916,0
7327,10,miss,96.530384,11.697959,51.414411,0,159.642754,0
7327,10,miss,96.338618,18.831181,53.599925,0,168.769724,0
7327,10,miss,94.741206,10.627756,53.091048,0,158.46001,0
7327,10,miss,98.722971,10.822823,51.725608,0,161.271402,0
7327,10,miss,93.456686,17.23204,52.373662,0,163.062388,0
7327,10,miss,98.487657,19.615151,53.09268,0,171.195488,0
7327,10,miss,98.345198,19.530661,52.660193,0,170.53605199999998,0
7327,10,miss,98.448295,11.027475,52.291821,0,161.767591,0
7327,10,miss,98.704449,12.127512,53.327425,0,164.15938599999998,0
7327,10,miss,98.052623,19.718476,54.8904,0,172.661499,0
7327,10,miss,96.390842,17.166547,53.492093,0,167.049482,0
7327,10,miss,97.641747,17.852537,52.476685,0,167.970969,0
7327,10,miss,93.964947,15.609419,51.997381,0,161.571747,0
7327,10,miss,97.000553,19.732959,54.665117,0,171.398629,0
7327,10,miss,98.084215,12.182435,51.459592,0,161.726242,0
7327,10,miss,96.39686,21.384177,55.001002,0,172.782039,0
7327,10,miss,96.415015,16.82858,54.429585,0,167.67318,0
7327,10,miss,97.880701,11.616156,52.900698,0,162.397555,0
7327,10,miss,94.210072,15.754861,52.275955,0,162.24088799999998,0
7327,10,miss,101.978546,11.210116,59.160127,0,172.348789,0
7327,10,miss,101.635259,16.470665,56.999971,0,175.105895,0
7327,10,miss,98.137131,11.463953,56.375109,0,165.976193,0
7327,10,miss,95.538019,20.338652,52.620667,0,168.497338,0
7327,10,miss,98.121632,14.946625,53.230856,0,166.299113,0
7327,10,miss,95.822044,11.514078,51.544078,0,158.8802,0
7327,10,miss,76.559381,9.060795,52.743527,0,138.363703,0
7327,10,miss,74.127903,9.528869,52.294956,0,135.951728,0
7327,10,miss,88.095526,10.972739,51.56325,0,150.631515,0
7327,10,miss,87.0577,16.944201,56.13565,0,160.13755099999997,0
7327,10,miss,95.274994,19.936939,52.148879,0,167.360812,0
